# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE	COGNACY
5863	KirantiLimbu	long	long	kent-	k e n t +			长	2419		長		kent-	2419
5878	rGyalrongJaphug	long	long	zri	z r i			长	547		長		zri	547
5882	Tangut	long	long	zjir²	z j i r ²			长	547		長		zjir²	547
17155	BodicTshangla	long	long	riŋ mo	r i ŋ _ m o		tib ring mo		547	395080		STEDT/TBL	riŋ mo	29837
17175	LoloishLisu	long	long	ʃi³³	ʃ i ³³				547	395113		STEDT/TBL	ʃi³³	547
18000	rGyalrongMaerkang	long	long	kə skrᴇn	k ə _ s k r ? n	!			971	395084		STEDT/TBL	kə skrᴇn	971
19385	TibetanAlike	long	long	raŋ kə	r a ŋ _ k ə				547	395078		STEDT/TBL	raŋ kə	547
19584	rGyalrongDaofu	long	long	gɛ dʑi	g ɛ + dʑ i				1504	395085		STEDT/TBL	gɛ dʑi	1504
19959	TibetanBatang	long	long	rĩ¹³mbᴜ⁵³	r ĩ ∼ ¹³ + m b ? ⁵³	!			547	395076		STEDT/TBL	rĩ¹³mbᴜ⁵³	547
21454	TaniBokar	long	long	jaːro	j aː r o	!			2196	395097		STEDT/TBL	jaːro	2196
21536	TibetanLhasa	long	long	riŋ¹³ku⁵⁵	r i ŋ ¹³ + k u ⁵⁵				547	395075		STEDT/TBL	riŋ¹³ku⁵⁵	547
21757	QiangicZhaba	long	long	ʂɪ⁵⁵ʂɪ⁵⁵	ʂ ɪ ⁵⁵ + ʂ ɪ ⁵⁵				547	395087		STEDT/TBL	ʂɪ⁵⁵ʂɪ⁵⁵	547
21859	DengDarangTaraon	long	long	kɑ³¹lɯŋ⁵⁵	k ɑ ³¹ + l ɯ ŋ ⁵⁵				2618	395095		STEDT/TBL	kɑ³¹lɯŋ⁵⁵	2618
21949	NungicDulong	long	long	mɹɑŋ⁵³	m ɹ ɑ ŋ ⁵³				2336	395093		STEDT/TBL	mɹɑŋ⁵³	2336
22558	TibetanXiahe	long	long	raŋ wo	r a ŋ _ w o				547	395077		STEDT/TBL	raŋ wo	547
25041	DengYidu	long	long	kɑ⁵⁵loŋ⁵⁵	k ɑ ⁵⁵ + l o ŋ ⁵⁵				2618	395098		STEDT/TBL	kɑ⁵⁵loŋ⁵⁵	2618
25273	JingphoJingpho	long	long	kă³¹lu³¹	k ă ³¹ + l u ³¹				3035	395092		STEDT/TBL	kă³¹lu³¹	3035
30904	SiniticOldChinese		long	Cə→ɴ→traŋ	? ə + ɴ + t r a ŋ			长	1667		長	SagartMa2016	*Cə-[N]-traŋ	1667
31086	BurmishOldBurmese		long	rhañ	? a ɲ				547			Hill2016		547
31670	KhroskyabsWobzi		long	srɑ̂ɣ	s r ɑ̂ ɣ				547			Lai2016		547
31937	ChepangChepang	long (object, story), tall (person)	long	gyaŋ-	g j a ŋ	cf bunan; borrowing from Tibetan uncertain			187	480412		Caughley2000		187
32186	GaroGaro	long (vi)	long	ro•-a	r o ʔ + a				3967	467519		Burling2003		3967
32427	KirantiThulung		long	dhʉpa, dʉpa	dʰ ʉ p a				4057					4057
32765	ChinHakha	long (adj.)	long	a saumi	s àa/a w + s ǎa/a w				4145			VanBik2014		4145
32981	TibetoKinauriBunan	long (in size)	long	gjaŋjaŋ	g j a ŋ j a ŋ	Comment (by Widmer2014): «WT rgyang rgyang "fully extended"»			187			Widmer2014		187
33207	TibetoKinauriByangsi	tall, long	long	buŋthɛ	b u ŋ tʰ ɛ				350	541584		Sharma2003		350
33432	TibetoKinauriRongpo	long, tall	long	rhu:də	rʰ uː d ə				482	547350		Sharma2003a		482
33657	KirantiKulung	long (adj.)	long	babalpa	b a b a l p a	Nepali: lāmco. (Tolsma1999)			630			Tolsma1999		630
33658	KirantiKulung	long (adj.)	long	baipa	b a i p a	Nepali: lāmo. (Tolsma1999)			630			Tolsma1999		630
33972	KirantiBantawa	long, tall	long	ɨkiwaŋ	ɨ k i w a ŋ				810			Jongens2009:433		810
34714	BurmishRangoon		long	ɕe²²	ɕ e ²²				547			Huang1992		547
35230	BurmishXiandao	long adj	long	sɤŋ⁵⁵	s ɤ ŋ ⁵⁵				547			Huang1992		547
35231	BurmishAchang	long adj	long	səŋ⁵⁵	s ə ŋ ⁵⁵				547			Huang1992		547
35234	BurmishAtsi	long adj	long	xiŋ⁵¹	x i ŋ ⁵¹				547			Huang1992		547
35236	BurmishBola	long adj	long	xaŋ⁵⁵	x a ŋ ⁵⁵				547			Huang1992		547
35238	BurmishLashi	long adj	long	ʃə̱ːŋ³³	ʃ ə̰ː ŋ ³³				547			Huang1992		547
35680	BurmishMaru	long adj	long	xaŋ³¹	x a ŋ ³¹				547			Huang1992		547
35734	KirantiBahing	long (be v.)	long	dz(h)ø-	dzʱ ø				1376	122173				1376
35940	MizoLushai	long (adj)	long	sei	s e i				1488	244697				1488
35941	MizoLushai	long (adj)	long	thui	tʰ u i				1489	244698				1489
35942	MizoLushai	long (adj)	long	hla	l̥ a				1490	244699				1490
36367	SiniticBeijing	long	long	tʂʰɑŋ³⁵	ʈʂʰ ɑ ŋ ³⁵			長	1667		長	BeijingDaxue1964		1667
36368	SiniticGuangzhou	long	long	tsʰœŋ²¹	tsʰ œ ŋ ²¹			長	1667		長	BeijingDaxue1964		1667
36369	SiniticChaozhou		long	tŋ̩⁵⁵	t ŋ̍ ∼ ⁵⁵				1667		長			1667
36370	SiniticLonggang		long	tsʰɔŋ²¹	tsʰ ɔ ŋ ²¹	dr-, expect th. LS.	< LMC		1667		長			29838
36371	SiniticJieyang		long	tŋ̩⁵⁵	t ŋ̍ ∼ ⁵⁵				1667		長			1667
36372	SiniticXingning		long	tʂʰɔŋ²⁴	ʈʂʰ ɔ ŋ ²⁴	dr-, expect th. LS.	< LMC		1667		長			29839
37580	NagaUkhrul	long	long	kə-saŋ	k ə + s a ŋ				2046	526764				2046
37787	KirantiHayu	long, lengthen, stretch (vi, vr, vtt)	long	phin	pʰ i n				2169	121066				2169
38011	Tangut		long	dʑjo	dʑ j o				675		長			675
38326	Karbi		long	dīng	d ī ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «keding, dingleng» (page: 332)			10395			Walker1925, Konnerth2014	keding, dingleng	10395
38602	Rabha	long	long	ró	r ó				3967			Joseph2007		3967
#
6061	TibetanOldTibetan	many	many	maŋ-	m a ŋ +			多	1663		多		maŋ-	1663
6074	KirantiKhaling	many	many	ghole	gh o l e			多	2464		多		ghoɔle	2464
6075	KirantiLimbu	many	many	sidɔt	s i d ɔ t			多	2465		多		sidɔt	2465
6090	rGyalrongJaphug	many	many	xcat	x c a t			多	979		多		xcat	979
16181	DengYidu	many / much	many	pɑ⁵⁵tsɑ⁵⁵	p ɑ ⁵⁵ + ts ɑ ⁵⁵				4090	395862		STEDT/TBL	pɑ⁵⁵tsɑ⁵⁵	4090
16998	JingphoJingpho	many / much	many	loʔ⁵⁵	l o ʔ ⁵⁵				451	395856		STEDT/TBL	loʔ⁵⁵	451
17168	BodicTshangla	many / much	many	zak po	z a k _ p o				556	395844		STEDT/TBL	zak po	556
17169	BodicTshangla	many / much	many	ɕa ma	ɕ a _ m a				557	396473		STEDT/TBL	ɕa ma	557
18010	rGyalrongMaerkang	many / much	many	kə ncçɑ	k ə _ n cç ɑ	!			979	395848		STEDT/TBL	kə ncçɑ	979
18353	TibetanLhasa	many / much	many	maŋ¹³ko⁵⁵	m a ŋ ¹³ + k o ⁵⁵				1663	395839		STEDT/TBL	maŋ¹³ko⁵⁵	1663
19667	rGyalrongDaofu	many / much	many	ɣre ɣre	ɣ r e + ɣ r e				1358	395849		STEDT/TBL	ɣre ɣre	1358
19727	NungicDulong	many / much	many	bɯm⁵³	b ɯ m ⁵³				1571	395857		STEDT/TBL	bɯm⁵³	1571
19971	TibetanBatang	many / much	many	mõ¹³mbᴜ⁵³	m õ ∼ ¹³ + m b ? ⁵³	!			1663	395840		STEDT/TBL	mõ¹³mbᴜ⁵³	1663
21768	QiangicZhaba	many / much	many	pɛ³³pɛ³³	p ɛ ³³ + p ɛ ³³				2291	395851		STEDT/TBL	pɛ³³pɛ³³	2291
22569	TibetanXiahe	many / much	many	maŋ	m a ŋ				1663	395841		STEDT/TBL	maŋ	1663
23689	LoloishLisu	many / much	many	miɑ³¹	m i ɑ ³¹				1027	395877		STEDT/TBL	miɑ³¹	1027
23781	TaniBokar	many / much	many	a ɯ	a + ɯ				2733	395861		STEDT/TBL	a ɯ	2733
24194	DengDarangTaraon	many / much	many	dɯ³⁵	d ɯ ³⁵				3546	395859		STEDT/TBL	dɯ³⁵	3546
24738	TibetanAlike	many / much	many	maŋ ŋæ	m a ŋ _ ŋ æ				1663	395842		STEDT/TBL	maŋ ŋæ	1663
30908	SiniticOldChinese		many	tlˤaj	t lˤ a j			多	1669		多	SagartMa2016	*[t.l]ˤaj	1669
31087	BurmishOldBurmese		many	myāḥ	m j ā ?				1027			Hill2016		1027
31674	KhroskyabsWobzi		many	vɟæχtsə̂	v ɟ æ χ ts ə̂				3758			Lai2016		3758
31941	ChepangChepang	much, many, very	many	ʔa.nə	ʔ a + n ə				3850	478799		Caughley2000		3850
32191	GaroGaro	many; much (vi)	many	bang•-a	b a ŋ ʔ + a				3969	465362		Burling2003		3969
32326	rGyalrongJaphug		many	dɤn	d ɤ n		tib[ldan]		4044					29840
32428	KirantiThulung		many	hapa	h a p a				4058					4058
32770	ChinHakha	many (adj.)	many	tampi	t à/a m + t ǎ/a m +	[full entry: ]			3			VanBik2014		3
33167	TibetoKinauriBunan	many (countable and uncountable objects)	many	noj	n o j	Added information by M. Widmer			322					322
33208	TibetoKinauriByangsi	many	many	matmı̀	m a t m ?				351	542061		Sharma2003		351
33433	TibetoKinauriRongpo	many	many	te	t e				1767	547483		Sharma2003a		1767
33976	KirantiBantawa	many, more	many	cɨlok	ts ɨ l o k				2694			Jongens2009:417		2694
34518	BurmishRangoon		many	mjɑ⁵⁵	m j ɑ ⁵⁵				1027			Huang1992		1027
35282	BurmishAchang	many / much adj	many	ȵɔ³¹	nʲ ɔ ³¹				1027			Huang1992		1027
35284	BurmishAtsi	many / much adj	many	mjo²¹	m j o ²¹				1027			Huang1992		1027
35286	BurmishBola	many / much adj	many	mja³¹	m j a ³¹				1027			Huang1992		1027
35289	BurmishLashi	many / much adj	many	mjɔː³³	m j ɔː ³³				1027			Huang1992		1027
35291	BurmishXiandao	many / much adj	many	ȵɔ³¹	nʲ ɔ ³¹				1027			Huang1992		1027
35386	BurmishMaru	many / much adj	many	mjɔ³⁵	m j ɔ ³⁵				1027			Huang1992		1027
35943	MizoLushai	many	many	tam	t a m				3	245169				3
35944	MizoLushai	many	many	hnem	n̥ e m				1491	245170				1491
35945	MizoLushai	many	many	rip	r i p				1492	245171				1492
36373	SiniticBeijing		many	tuɔ⁵⁵	t u ɔ ⁵⁵				1669		多			1669
36374	SiniticGuangzhou		many	tɔ⁵³	t ɔ ⁵³	should be -aj	< MC		1669		多			29841
36375	SiniticChaozhou		many	tsɔi¹¹	ts ɔ i ¹¹				1670		贅			1670
36376	SiniticLonggang		many	tɔ³³	t ɔ ³³	should be -aj	< MC		1669		多			29842
36377	SiniticJieyang		many	tsɔi¹¹	ts ɔ i ¹¹				1670		贅			1670
36378	SiniticXingning		many	tuɔ⁴⁵	t u ɔ ⁴⁵	should be -aj	< MC		1669		多			29843
37581	NagaUkhrul	many, a lot of	many	kə-cuŋ-kʰa	k ə + c u ŋ + kʰ a				2047	525754				2047
37788	KirantiHayu	much (adv)	many	khuyaŋ	kʰ u j a ŋ				2170	120349				2170
38072	Tangut		many	mjaa	m ?				3473		多			3473
38203	Tangut		many	rejr	r e j r				3496		多			3496
38391	Karbi		many	thór	tʰ ó r	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «o, ong-» (page: 336)			10399			Walker1925, Konnerth2014	o, ong-	10399
38609	Rabha	many / much	many	páŋ-bo-xra	p á ŋ + b o + x r a				10398			Joseph2007		10398
#
16798	JingphoJingpho	middle	middle	kă³¹a³³	k ă ³¹ + a ³³	!			1252	381432		STEDT/TBL	kă³¹a³³	1252
16955	BodicTshangla	middle	middle	tɕham	? a m				420	381420		STEDT/TBL	tɕham	420
17849	rGyalrongMaerkang	middle	middle	tə lɑ	t ə _ l ɑ				917	381424		STEDT/TBL	tə lɑ	917
18131	TibetanLhasa	middle	middle	ciː⁵⁵	c iː ⁵⁵				205	381415		STEDT/TBL	ciː⁵⁵	205
18132	TibetanLhasa	middle	middle	par¹³	p a r ¹³				1026	381465		STEDT/TBL	par¹³	1026
18277	DengYidu	middle	middle	ko³¹lioŋ⁵⁵boŋ³⁵	k o ³¹ + l i o ŋ ⁵⁵ + b o ŋ ³⁵				1064	381438		STEDT/TBL	ko³¹lioŋ⁵⁵boŋ³⁵	1064
19791	TibetanBatang	middle	middle	tɕi⁵⁵khuʔ⁵³	tɕ i ⁵⁵ + kʰ u ʔ ⁵³				205	381416		STEDT/TBL	tɕi⁵⁵khuʔ⁵³	205
21672	DengDarangTaraon	middle	middle	thɯ³¹boŋ³⁵	tʰ ɯ ³¹ + b o ŋ ³⁵				1064	381435		STEDT/TBL	thɯ³¹boŋ³⁵	1064
21969	rGyalrongDaofu	middle	middle	bar ma	b a r + m a		tib[bar.ma]		1026	381425		STEDT/TBL	bar ma	29844
22551	QiangicZhaba	middle	middle	ʂcçi⁵⁵ku³³	ʂ cç i ⁵⁵ + k u ³³	!	tib[dkʲil]		205	381427		STEDT/TBL	ʂcçi⁵⁵ku³³	29845
23485	LoloishLisu	middle	middle	e⁵⁵te³³ɕɑ³³	e ⁵⁵ + t e ³³ + ɕ ɑ ³³				2665	381453		STEDT/TBL	e⁵⁵te³³ɕɑ³³	2665
23521	NungicDulong	middle	middle	ɑ³¹duŋ⁵³	ɑ ³¹ + d u ŋ ⁵³				1673	381433		STEDT/TBL	ɑ³¹duŋ⁵³	1673
23559	TaniBokar	middle	middle	lo poŋ	l o + p o ŋ				1064	381437		STEDT/TBL	lo poŋ	1064
23978	TibetanXiahe	middle	middle	htɕi tsal	h tɕ i _ ts a l	!			205	381417		STEDT/TBL	htɕi tsal	205
24841	TibetanAlike	middle	middle	war	w a r				1026	381418		STEDT/TBL	war	1026
30520	rGyalrongJaphug		middle	ɯ-χcɤl	ɯ χ c ɤ l		tib[dkʲil]		205					29846
30521	KirantiKhaling		middle	ʔulʉppʰi	ʔ u l ʉ p pʰ i				3565					3565
30522	KirantiLimbu		middle	kurum	k u r u m				3566					3566
30911	SiniticOldChinese		middle	truŋ	t r u ŋ			当中	1673		中	SagartMa2016	*truŋ	1673
30912	SiniticOldChinese		middle	ʔaŋ	ʔ a ŋ	Jing po ka ang		当中	10160		央	SagartMa2016	*ʔaŋ	10160
31088	BurmishOldBurmese		middle	krāḥ	k r ā ?				1200			Hill2016		1200
31677	KhroskyabsWobzi		middle	χcə̂l	χ c ə̂ l		tib[dkʲil]		205			Lai2016		29847
32195	GaroGaro	half way; middle (n)	middle	jang-chi	j a ŋ ch i				3375	466507		Burling2003		3375
32368	TibetanOldTibetan		middle	dkʲil	d k j i l				205					205
32369	TibetanOldTibetan		middle	dbar	d b a r				1026					1026
32429	KirantiThulung		middle	the:te(ra)	tʰ eː t e +				4059					4059
32773	ChinHakha	middle (adj.)	middle	laifang a simi	l âa/a y				6			VanBik2014		6
33004	TibetoKinauriBunan	centre, middle	middle	kil	k i l	Comment (by Widmer2014): «WT dkyil»	tib[dkʲil]		205			Widmer2014		29848
33209	TibetoKinauriByangsi	in the middle	middle	gunda:	g u n d aː				352	541801		Sharma2003		352
33979	KirantiBantawa	middle [Nepali	middle	majʰan	m a dzʱ a n		IA		812			Jongens2009:446		29849
34890	BurmishAtsi	middle	middle	kuŋ²¹kuŋ⁵¹	k u ŋ ²¹ + k u ŋ ⁵¹				1125			Huang1992		1125
35042	BurmishLashi	middle	middle	a³¹kuŋ³¹	a ³¹ + k u ŋ ³¹				1125			Huang1992		1125
35043	BurmishLashi	middle	middle	a³¹kjo³³	a ³¹ + k j o ³³				1200			Huang1992		1200
35099	BurmishXiandao	middle	middle	a³¹koŋ⁵⁵	a ³¹ + k o ŋ ⁵⁵				1125			Huang1992		1125
35135	BurmishBola	middle	middle	a³¹kauŋ³¹	a ³¹ + k a u ŋ ³¹				1125			Huang1992		1125
35204	BurmishAchang	middle	middle	a³¹kuŋ⁵⁵	a ³¹ + k u ŋ ⁵⁵				1125			Huang1992		1125
35324	BurmishMaru	middle	middle	a³¹kauŋ³⁵	a ³¹ + k a u ŋ ³⁵				1125			Huang1992		1125
35376	BurmishRangoon	middle	middle	ɑ⁵³lɛ²²	ɑ ⁵³ + l ɛ ²²				6			Huang1992		6
35735	KirantiBahing	middle, between (n loc)	middle	lø	l ø				6	122736				6
35946	MizoLushai	middle	middle	lai	l a i				6	245355				6
36379	SiniticBeijing	*centre, in the middle of	middle	tɑŋ⁵⁵tɕianr⁰	t ɑ ŋ ⁵⁵ tɕ i r/ɐ n ⁰	**remove**: Main element is ”zhōng” in this case. But the phrases differ, although we find similar ones in Hou2004, which shows that there is some consistency. Probably better ignore the concept, however.		當間兒	1671		當間	BeijingDaxue1964		1671
36380	SiniticGuangzhou	*centre, in the middle of	middle	tsʊŋ⁵⁵kan⁵⁵	ts ʊ ŋ ⁵⁵ k a n ⁵⁵	mattis-3 yunfan-2		中間	1673		中間	BeijingDaxue1964		1673
36381	SiniticChaozhou		middle	taŋ³³ŋ̩³³	t a ŋ ³ ŋ̍ ∼ ³				1673		中央			1673
36382	SiniticLonggang		middle	tsʊŋ³³kan³³	ts ʊ ŋ ³³ k a n ³³	MC tr-, expect t- in coll layer. LS. mattis-3 yunfan-2	< LMC		1673		中間			29850
36383	SiniticJieyang		middle	toŋ³³kaŋ³³	t o ŋ ³³ k a ŋ ³³	mattis-3 yunfan-2			1673		中間			1673
36384	SiniticXingning		middle	tʂʊm⁴⁴kan⁴⁵	ʈʂ ʊ m ⁴⁴ k a n ⁴⁵	MC tr-, expect t- in coll layer. LS. mattis-1 yunfan-2	< LMC		1673		中間			29851
37789	KirantiHayu	between, in the middle	middle	maʔdum-he	m a ʔ d u m + h e				2171	121203				2171
38114	Tangut		middle	zji.j	z j i./i j				1126		中			1126
38439	Karbi		middle	+ingbòng	+ i ng b ò ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «angbong» (page: 340)			10531			Walker1925, Konnerth2014	angbong	10531
38585	Rabha	middle	middle	ma-dzar	m a + d z a r				10530			Joseph2007		10530
#
16527	LoloishLisu	morning	morning	nɛ̱³¹kuɑ³³	n ɛ̠ ³¹ + k u ɑ ³³				132	383602		STEDT/TBL	nɛ̱³¹kuɑ³³	132
16621	TibetanXiahe	morning	morning	naŋ di	n a ŋ _ d i				206	383566		STEDT/TBL	naŋ di	206
16824	JingphoJingpho	morning	morning	tʃă³¹phot³¹	tʃ ă ³¹ + pʰ o t ³¹				1285	383581		STEDT/TBL	tʃă³¹phot³¹	1285
16985	BodicTshangla	morning	morning	wun	w u n				444	383569		STEDT/TBL	wun	444
17876	rGyalrongMaerkang	morning	morning	tɑ nɑp	t ɑ _ n ɑ p				1142	383573		STEDT/TBL	tɑ nɑp	1142
18168	TibetanLhasa	morning	morning	ɕo¹³kɛ⁵²	ɕ o ¹³ + k ɛ ⁵²				1040	383564		STEDT/TBL	ɕo¹³kɛ⁵²	1040
19120	rGyalrongDaofu	morning	morning	ga ɕha	g a + ɕʰ a				1317	383574		STEDT/TBL	ga ɕha	1317
19553	NungicDulong	morning	morning	ɕɯ³¹ɹɑ · ŋ⁵⁵	ɕ ɯ ³¹ + ɹ ɑː ŋ ⁵⁵	!			1486	383582		STEDT/TBL	ɕɯ³¹ɹɑ · ŋ⁵⁵	1486
19822	TibetanBatang	morning	morning	xo¹³pɑ⁵⁵	x o ¹³ + p ɑ ⁵⁵				1040	383565		STEDT/TBL	xo¹³pɑ⁵⁵	1040
21614	QiangicZhaba	morning	morning	sᴜ⁵⁵	s ? ⁵⁵				2266	383576		STEDT/TBL	sᴜ⁵⁵	2266
21694	DengDarangTaraon	morning	morning	ɑ³¹nɑŋ⁵³	ɑ ³¹ + n ɑ ŋ ⁵³				29750	383584		STEDT/TBL	ɑ³¹nɑŋ⁵³	29750
22338	DengYidu	morning	morning	o⁵⁵ nɑ⁵⁵mɑ⁵⁵	o ⁵⁵ _ n ɑ ⁵⁵ + m ɑ ⁵⁵				29750	383587		STEDT/TBL	o⁵⁵ nɑ⁵⁵mɑ⁵⁵	29750
24571	TibetanAlike	morning	morning	rŋa mo	r ŋ a _ m o	!			261	383567		STEDT/TBL	rŋa mo	261
24572	TibetanAlike	morning	morning	rŋa ro	r ŋ a _ r o	!			261	383613		STEDT/TBL	rŋa ro	261
25103	TaniBokar	morning	morning	a ro kum tɕi	a + r o + k u m + tɕ i				2992	383586		STEDT/TBL	a ro kum tɕi	2992
30739	rGyalrongJaphug		morning	soz	s o z				2266					2266
30740	KirantiKhaling		morning	ʔudiʦʦhɛ	ʔ u d i ts ts h ɛ				631					631
30741	KirantiLimbu		morning	taːn	t aː n				3608					3608
30914	SiniticOldChinese		morning	dər	d ə r			早上	10295		晨	SagartMa2016	*[d]әr	10295
31089	BurmishOldBurmese		morning	naṃ◦nak	n a m̩ + n a k				132			Hill2016		132
31679	KhroskyabsWobzi		morning	nɑ̂rifse	n ɑ̂ r i f s e				2266			Lai2016		2266
31946	ChepangChepang	morning (<N)	morning	bi.ha.nə	b i + h a + n ə		nepali		3853	484329		Caughley2000		29852
32197	GaroGaro	morning (n)	morning	wal-ni	w a l n i				3974	468006		Burling2003		3974
32380	TibetanOldTibetan		morning	ʑogs pa	ʑ o g s + p a				1040					1040
32430	KirantiThulung		morning	nem tshemu	n e m + ? e m u				4060					4060
32775	ChinHakha	morning (n.)	morning	zingka , zinglei morning	z îi/a ŋ				8			VanBik2014		8
33077	TibetoKinauriBunan	morning	morning	ŋaro	ŋ a r o	Comment (by Widmer2014): «WT snga dro»	tib[sŋa.dro]		261			Widmer2014		29853
33210	TibetoKinauriByangsi	morning	morning	baŋkhar	b a ŋ kʰ a r				353	541563		Sharma2003		353
33434	TibetoKinauriRongpo	morning	morning	muncɔ	m u n tʃ ɔ				484	547079		Sharma2003a		484
33659	KirantiKulung	morning (n.)	morning	detcha	d e t tʃʰ a	Nepali: bihān. (Tolsma1999)			631			Tolsma1999		631
33981	KirantiBantawa	morning	morning	wayɨŋ	w a j ɨ ŋ				8			Jongens2009:470		8
34914	BurmishAtsi	morning	morning	nap²¹kjo̱⁵⁵	n a p ²¹ + k j o̰ ⁵⁵				1142			Huang1992		1142
35045	BurmishMaru	morning	morning	nɛʔ³¹sum³¹	n ɛ ʔ ³¹ + s u m ³¹				1142			Huang1992		1142
35121	BurmishXiandao	morning	morning	nap⁵⁵mɔ⁵¹	n a p ⁵⁵ + m ɔ ⁵¹				1142			Huang1992		1142
35161	BurmishBola	morning	morning	nɛʔ³¹kɔ̃⁵⁵	n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵				1142			Huang1992		1142
35225	BurmishAchang	morning	morning	ni³¹ʐua³¹	n i ³¹ + ʐ u a ³¹				132			Huang1992		132
35243	BurmishLashi	morning	morning	nap³¹sɔn⁵⁵	n a p ³¹ + s ɔ n ⁵⁵				1142			Huang1992		1142
35305	BurmishRangoon	morning	morning	nɑ̃²²nɛʔ⁴	n ɑ̃ ∼ ²² + n ɛ ʔ ⁴				132			Huang1992		132
35947	MizoLushai	morning	morning	chawhma	tʃ ? m̥ a	hma 'before'			1493	259220				1493
36386	SiniticBeijing	morning	morning	tsɑo²¹⁴₂₁tʂʰɘn³⁵	ts ɑ o ? ʈʂʰ ɘ n ³⁵	mattis-8 yunfan-5		早晨	1674		早晨	BeijingDaxue1964		1674
36387	SiniticGuangzhou	morning	morning	tsiu⁵³tsou³⁵	ts i u ⁵³ ts o u ³⁵			朝〔頭〕早	1674		朝早	BeijingDaxue1964		1674
36389	SiniticChaozhou		morning	mŋ̩⁵⁵₁₁kʰi⁵³	m ŋ̍ ∼ ? kʰ i ⁵³				1675		囗囗			1675
36390	SiniticLonggang		morning	tsau²⁴sɪn²¹tʰiu²¹	ts a u ²⁴ s ɪ n ²¹ tʰ i u ²¹				1674		早晨頭			1674
36391	SiniticJieyang		morning	mŋ̩⁵⁵₁₁kʰi³¹	m ŋ̍ ∼ ? kʰ i ³¹				1675		囗囗			1675
36392	SiniticXingning		morning	tʂɑɔ⁴⁵₃₅ʂɿn²¹tʰiu²¹	ʈʂ ɑ ɔ ? ʂ ɿ n ²¹ tʰ i u ²¹	mattis-7 yunfan-5			10295		朝晨頭			10295
37582	NagaUkhrul	morning	morning	ŋə-tor	ŋ ə + t o r				2048	526173				2048
38031	Tangut		morning	mji.j	m j i./i j				4208		晨			4208
38347	Karbi		morning	+dàp	+ d à p	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «adap» (page: 344)			10524			Walker1925, Konnerth2014	adap	10524
38687	Rabha	morning	morning	pʰuŋ	pʰ u ŋ				10523			Joseph2007		10523
#
6538	TibetanOldTibetan		narrow	dog-	d o g			窄	1084					1084
6567	rGyalrongJaphug		narrow	tɕɤr	tɕ ɤ r			窄	671				tɕɤr	671
16992	JingphoJingpho	narrow	narrow	kjip⁵⁵	k j i p ⁵⁵				448	395351		STEDT/TBL	kjip⁵⁵	448
18005	rGyalrongMaerkang	narrow	narrow	kə tʃor	k ə _ tʃ o r				671	395343		STEDT/TBL	kə tʃor	671
18346	TibetanLhasa	narrow	narrow	thok¹³po⁵⁵	tʰ o k ¹³ + p o ⁵⁵				1084	395334		STEDT/TBL	thok¹³po⁵⁵	1084
19274	rGyalrongDaofu	narrow	narrow	xtɕhe xtɕhe	x tɕʰ e + x tɕʰ e	!			671	395344		STEDT/TBL	xtɕhe xtɕhe	671
19722	NungicDulong	narrow	narrow	ɑŋ³¹puʔ⁵⁵tɕiŋ⁵³	ɑ ŋ ³¹ + p u ʔ ⁵⁵ + tɕ i ŋ ⁵³				1567	395352		STEDT/TBL	ɑŋ³¹puʔ⁵⁵tɕiŋ⁵³	1567
19964	TibetanBatang	narrow	narrow	xĩ¹³kha⁵³tɕhũ¹³tɕũ⁵⁵	x ĩ ∼ ¹³ + kʰ a ⁵³ + tɕʰ ũ ∼ ¹³ + tɕ ũ ∼ ⁵⁵				1659	395335		STEDT/TBL	xĩ¹³kha⁵³tɕhũ¹³tɕũ⁵⁵	1659
21762	QiangicZhaba	narrow	narrow	tɕhi⁵⁵tɕhi⁵⁵	tɕʰ i ⁵⁵ + tɕʰ i ⁵⁵				671	395346		STEDT/TBL	tɕhi⁵⁵tɕhi⁵⁵	671
21864	DengDarangTaraon	narrow	narrow	ɑ⁵⁵ɑ⁵⁵	ɑ ⁵⁵ + ɑ ⁵⁵	!			2315	395354		STEDT/TBL	ɑ⁵⁵ɑ⁵⁵	2315
22562	TibetanXiahe	narrow	narrow	toχ mo	t o χ _ m o				1084	395336		STEDT/TBL	toχ mo	1084
23680	LoloishLisu	narrow	narrow	tshi³³	tsʰ i ³³				2704	395372		STEDT/TBL	tshi³³	2704
23774	TaniBokar	narrow	narrow	tak meː	t a k + m eː				2730	395356		STEDT/TBL	tak meː	2730
24728	TibetanAlike	narrow	narrow	tok	t o k				1084	395337		STEDT/TBL	tok	1084
25045	DengYidu	narrow	narrow	i⁵⁵tɕi⁵⁵ɑ⁵⁵	i ⁵⁵ + tɕ i ⁵⁵ + ɑ ⁵⁵	!			2975	395357		STEDT/TBL	i⁵⁵tɕi⁵⁵ɑ⁵⁵	2975
