# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE	ALIGNMENT	CONSENSUS
34702	BurmishRangoon		the blood	tθwe⁵⁵	tθ w e ⁵⁵	( - - - - - - - - - - - - - - - - - - ) tθ w e - - ( ⁵⁵ - - - - )				39	93			- - - - - - tθ w e - - ⁵⁵	s i
35754	KirantiBahing	blood (n)	the blood	hysi	h y s i	( - - - - - - - - - - - - - h y - - - ) s - i - - ( - - - - - )				39				h y - s i - - - - - - -	s i
35982	MizoLushai	blood	the blood	thi◦sen	tʰ i + s e n	( - - - - - - - - - - - - - - - - - - ) tʰ i - - - ( - + s e n )				39				tʰ i - - - + s - e - n -	s i
36558	SiniticBeijing		the blood	ɕie²¹⁴	ɕ i e ²¹⁴	ɕ i e - ²¹⁴				1715	372	血	the-372	ɕ i e - ²¹⁴	h ɛ ʔ ²
36560	SiniticChaozhou		the blood	huɛʔ²	h u ɛ ʔ ²	h u ɛ ʔ ²				1715	372	血	the-372	h u ɛ ʔ ²	h ɛ ʔ ²
36561	SiniticLonggang		the blood	hɛt³	h ɛ t ³	h ɛ - t ³				1715	372	血	the-372	h ɛ - t ³	h ɛ ʔ ²
36562	SiniticJieyang		the blood	huɛʔ²	h u ɛ ʔ ²	h u ɛ ʔ ²				1715	372	血	the-372	h u ɛ ʔ ²	h ɛ ʔ ²
36563	SiniticXingning		the blood	ʂɛʔ²	ʂ ɛ ʔ ²	ʂ ɛ - ʔ ²				1715	372	血	the-372	ʂ ɛ - ʔ ²	h ɛ ʔ ²
774	KirantiKhaling	blood	the blood	hi	h i	( - - - - - - - - - - - - - - - - - - ) h - i - - ( - - - - - )			血	39		血		- - - - - - h - i - - -	s i
21205	QiangicZhaba	blood	the blood	ɕhʌ¹³	ɕh ʌ ¹³	( - - - - - - - - - - - - - - - - - - ) ɕh - ʌ - - ( ¹³ - - - - )				39				- - - - - - ɕh - ʌ - - ¹³	s i
37608	NagaUkhrul	blood	the blood	ʔa-ʃi	ʔ a + ʃ i	( - - - - - - - - - - ʔ a + - - - - - ) ʃ - i - - ( - - - - - )				39				ʔ a - - - + ʃ - i - - -	s i
21336	DengDarangTaraon	blood	the blood	xɑ³¹ɹuɑi⁵³	x ɑ ³¹ ◦ ɹ u ɑ i ⁵³	x ɑ ³¹ ◦ ɹ u ɑ i ⁵³				2129				x ɑ ³¹ ◦ ɹ u ɑ i ⁵³	x ɑ ⁵⁵ ◦ ɹ u ⁵⁵
33460	TibetoKinauriRongpo	blood	the blood	ʃuı̃	ʃ u ı̃	( - - - - - - - - - - - - - - - - - - ) ʃ - u ı̃ - ( - - - - - )				39				- - - - - - ʃ - u ı̃ - -	s i
33688	KirantiKulung	blood (n.)	the blood	hi	h i	( - - - - - - - - - - - - - - - - - - ) h - i - - ( - - - - - )	Nepali: ragat. (Tolsma1999)			39				- - - - - - h - i - - -	s i
38446	Karbi		the blood	vī	v ī		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «avi» (page: 208)			39				- - - - - - - v ī - - -	s i
38551	Rabha	blood	the blood	sí	s í					39				- - - - - - s - í - - -	s i
36559	SiniticGuangzhou		the blood	hyt³	h y t ³	h y - t ³				1715	372	血	the-372	h y - t ³	h ɛ ʔ ²
23115	LoloishLisu	blood	the blood	si³¹	s i ³¹	( - - - - - - - - - - - - - - - - - - ) s - i - - ( ³¹ - - - - )				39				- - - - - - s - i - - ³¹	s i
23168	TaniBokar	blood	the blood	u jiː	u + j iː	( - - - - - - - - u + - - - - - - - - ) j - iː - - ( - - - - - )				39				- u - - - + j - iː - - -	s i
23806	DengYidu	blood	the blood	i⁵⁵ɹu⁵⁵	i ⁵⁵ ◦ ɹ u ⁵⁵	- i ⁵⁵ ◦ ɹ u - - ⁵⁵				2129				- i ⁵⁵ ◦ ɹ u - - ⁵⁵	x ɑ ⁵⁵ ◦ ɹ u ⁵⁵
794	Tangut	blood	the blood	sjij¹	s j i j ¹				血	39		血		- - - - - - s j i j - ¹	s i
24124	TibetanAlike	blood	the blood	cçhak	cçh a k	cçh - a k -	!			541				cçh - a k -	tʂh a k
17720	TibetanLhasa	blood	the blood	tʂha⁵²	tʂh a ⁵²	tʂh - a - ⁵²				541				tʂh - a - ⁵²	tʂh a k
21991	TibetanXiahe	blood	the blood	tɕhaχ	tɕh a χ	tɕh - a χ -				541				tɕh - a χ -	tʂh a k
32083	GaroGaro	blood (n)	the blood	han•-chi	h a n ʔ + ch i	( - - - h a n ʔ + - - - - - - - - - - ) ch - i - - ( - - - - - )				39				h a n ʔ - + ch - i - - -	s i
18645	rGyalrongDaofu	blood	the blood	she	sʰ e	( - - - - - - - - - - - - - - - - - - ) sʰ - e - - ( - - - - - )				39				- - - - - - sʰ - e - - -	s i
37811	KirantiHayu	blood (n)	the blood	yi	j i	( - - - - - - - - - - - - - - - - - - ) j - i - - ( - - - - - )				39				- - - - - - j - i - - -	s i
30773	SiniticOldChinese		the blood	m̥ˤik	m̥ˤ i k	m̥ˤ i - k -			血	1715		血	the-372	m̥ˤ i - k -	h ɛ ʔ ²
31119	BurmishOldBurmese		the blood	suyḥ	s u j ḥ	( - - - - - - - - - - - - - - - - - - ) s - u j ḥ ( - - - - - )				39				- - - - - - s - u j ḥ -	s i
31566	KhroskyabsWobzi		the blood	sə̂	s ə̂	( - - - - - - - - - - - - - - - - - - ) s - ə̂ - - ( - - - - - )				39				- - - - - - s - ə̂ - - -	s i
31821	ChepangChepang	blood (B)	the blood	wi	w i	( - - - - - - - - - - - - - - - - - - ) w - i - - ( - - - - - )				39				- - - - - - - w i - - -	s i
35981	MizoLushai	blood	the blood	thi	tʰ i	( - - - - - - - - - - - - - - - - - - ) tʰ i - - - ( - - - - - )				39				- - - - - - tʰ - i - - -	s i
32458	KirantiThulung		the blood	si:si	s iː s i	( - - - - - - - - - - - - - - - - - - ) s - iː - - ( - - s i - )				39				s iː - s i - - - - - - -	s i
19092	NungicDulong	blood	the blood	ɕɯi⁵⁵	ɕ ɯ i ⁵⁵	( - - - - - - - - - - - - - - - - - - ) ɕ - ɯ i - ( ⁵⁵ - - - - )				39				- - - - - - ɕ - ɯ i - ⁵⁵	s i
32656	ChinHakha	blood (n.)	the blood	thisen	th î	( - - - - - - - - - - - - - - - - - - ) th - î - - ( - - - - - )				39				- - - - - - th - î - - -	s i
#
16577	BodicTshangla	bone	the bone	khaŋ	kʰ a ŋ	kʰ a ŋ				169				kʰ a ŋ	khaŋ
16606	TibetanAlike	bone	the bone	rə pæ	r ə _ p æ	( - - - - - - - - ) - r ə - - - ( - ) - ( - _ p æ - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r ə - - - _ - p æ - -	r
33098	TibetoKinauriBunan	bone	the bone	ruspa	r u s p a	( - - - - - - - - ) - r u s - - ( - ) - ( - p a - - - - - - - - - - - - - - - - - - - - )	Comment (by Widmer2014): «WT rus pa / PTB *rus»	tib[rus.pa]		10591				r u s p a	ruspa
920	TibetanOldTibetan	bone	the bone	rus	r u s	( - - - - - - - - ) - r u s - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )			骨头	194		骨		- - - - - - r u - s - - - - - - -	r
33690	KirantiKulung	bone (n.)	the bone	tupri	t u p r i	t u p r i	Nepali: hāḍ. (Tolsma1999)			651				t u p r i	tupri
933	KirantiKhaling	bone	the bone	solo	s o l o	s o l o			骨头	658		骨		s o l o	solo
934	KirantiLimbu	bone	the bone	yɛt	j ɛ t	( - - - - - - - - ) - j ɛ t - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )			骨头	194		骨		- - - - j ɛ t - - - - - - - - - -	r
949	rGyalrongJaphug	bone	the bone	ɕɤrɯ	ɕ ɤ r ɯ	( - - - - - ɕ ɤ - ) - r ɯ - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )			骨头	194		骨		- - - - ɕ ɤ r ɯ - - - - - - - - -	r
953	Tangut	bone	the bone	rjɨr¹	r j ɨ r ¹				骨头	194		骨		- - - r j ɨ r - - - - ¹ - - - - -	r
17417	rGyalrongMaerkang	bone	the bone	ʃɐ rə	ʃ ɐ _ r ə	( - - - - - ʃ ɐ _ ) - r ə - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )	!			194				ʃ ɐ _ - - - r ə - - - - - - - - -	r
33874	KirantiBantawa	bone	the bone	yɨwa	j ɨ w a	( - - - - - - - - ) - j ɨ - - - ( - ) - ( - - w a - - - - - - - - - - - - - - - - - - - )				194				- - - - j ɨ w a - - - - - - - - -	r
17724	TibetanLhasa	bone	the bone	ry⁵⁵ko⁵²	r y ⁵⁵ ◦ k o ⁵²	( - - - - - - - - ) - r y - - - ( - ) ⁵⁵ ( - ◦ k o ⁵² - - - - - - - - - - - - - - - - - - )				194				- - - - - - r y - - - ⁵⁵ ◦ k o - ⁵²	r
34253	BurmishBola	bone	the bone	ʃă³⁵u³¹	ʃ ă ³⁵ + u ³¹	( - - - - ʃ ă ³⁵ + ) - - u - - - ( ³¹ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194	107 109		meat bone	- - - - - - - - - ʃ ă ³⁵ + - u - ³¹	r
34254	BurmishLashi	bone	the bone	ʃŏ⁵⁵jou³³	ʃ ŏ ⁵⁵ + j o u ³³	( - - - - ʃ ŏ ⁵⁵ + ) - j o - - u ( ³³ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194	107 109		meat bone	- - - - - - - - - ʃ ŏ ⁵⁵ + j o u ³³	r
34255	BurmishMaru	bone	the bone	ʃŏ³⁵ɣuk⁵⁵	ʃ ŏ ³⁵ + ɣ u k ⁵⁵	( - - - - ʃ ŏ ³⁵ + ) - ɣ u - - k ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194	107 109		meat bone	- - - - - - - - - ʃ ŏ ³⁵ + ɣ u k ⁵⁵	r
18648	rGyalrongDaofu	bone	the bone	rə ra	r ə + r a	( - - - - - - - - ) - r ə - - - ( - ) - ( - - - - - + r a - - - - - - - - - - - - - - - )				194				- - - - - - r ə - - - + - r a - -	r
35098	BurmishRangoon		the bone	ɑ⁵³jo⁵⁵	ɑ ⁵³ + j o ⁵⁵	( - ɑ ⁵³ + - - - - ) - j o - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194	108 109			- - - - - - - ɑ - - - ⁵³ + j o - ⁵⁵	r
19096	NungicDulong	bone	the bone	ɑŋ⁵⁵ɹɯ⁵⁵	ɑ ŋ ⁵⁵ + ɹ ɯ ⁵⁵	( - ɑ ŋ ⁵⁵ + - - - ) - ɹ ɯ - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - - - - ɑ - ŋ - ⁵⁵ + ɹ ɯ - ⁵⁵	r
19336	TibetanBatang	bone	the bone	ʐᴜ¹³pa⁵³	ʐ ᴜ ¹³ ◦ p a ⁵³	( - - - - - - - - ) - ʐ ᴜ - - - ( - ) ¹³ ( ◦ p a ⁵³ - - - - - - - - - - - - - - - - - - - )				194				- - - - - - - - - ʐ ᴜ ¹³ ◦ p a - ⁵³	r
35756	KirantiBahing	bone (n)	the bone	ryse	r y s e	( - - - - - - - - ) - r y - - - ( - ) - ( - - - - - - - - s e - - - - - - - - - - - - - )				194				- - - - - - r y - s e - - - - - -	r
35984	MizoLushai	bone	the bone	ruh	r u h	( - - - - - - - - ) - r u h - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r u - h - - - - - - -	r
36570	SiniticBeijing		the bone	ku²¹⁴₃₅tʰou⁰	k u ²¹⁴₃₅ tʰ o u ⁰	k - u - ²¹⁴₃₅ ( tʰ o u ⁰ )				1716	384 384	骨頭	_the-384 the-384	k - u - ²¹⁴₃₅ tʰ o u ⁰	k u t ²
36571	SiniticGuangzhou		the bone	kwɐt⁵tʰɐu²¹	k w ɐ t ⁵ tʰ ɐ u ²¹	k w ɐ t ⁵ ( tʰ ɐ u ²¹ )				1716	384 385	骨頭	the-384 _the-385	k w ɐ t ⁵ tʰ ɐ u ²¹	k u t ²
36572	SiniticChaozhou		the bone	kuʔ²	k u ʔ ²	k - u ʔ ² ( - - - - )				1716	384	骨	the-384	k - u ʔ ² - - - -	k u t ²
36573	SiniticLonggang		the bone	kut³	k u t ³	k - u t ³ ( - - - - )				1716	384	骨	the-384	k - u t ³ - - - -	k u t ²
36574	SiniticJieyang		the bone	kuʔ²	k u ʔ ²	k - u ʔ ² ( - - - - )				1716	384	骨	the-384	k - u ʔ ² - - - -	k u t ²
36575	SiniticXingning		the bone	kuʔʲ²tʰiu²¹	k u ʔʲ ² tʰ i u ²¹	k - u ʔʲ ² ( tʰ i u ²¹ )				1716	384 385	骨頭	the-384 _the-385	k - u ʔʲ ² tʰ i u ²¹	k u t ²
33461	TibetoKinauriRongpo	bone	the bone	haRkɔ	h a ɽ k ɔ	h a ɽ k ɔ		nepali हाड		10763				h a ɽ k ɔ	haRkɔ
20949	TibetanLhasa	bone	the bone	ry¹³pə⁵⁵	r y ¹³ ◦ p ə ⁵⁵	( - - - - - - - - ) - r y - - - ( - ) ¹³ ( - ◦ p ə ⁵⁵ - - - - - - - - - - - - - - - - - - )				194				- - - - - - r y - - - ¹³ ◦ p ə - ⁵⁵	r
21160	LoloishLisu	bone	the bone	o̱³¹to̱³³	o̱ ³¹ ◦ t o̱ ³³	( - - - - - - - - ) - - o̱ - - - ( ³¹ ) - ( - - - - - - - - - - - - - - - - - - - ◦ t o̱ ³³ )				194				- - - - - - - o̱ - - - ³¹ ◦ t o̱ - ³³	r
21209	QiangicZhaba	bone	the bone	xə⁵⁵|ʐə⁵⁵	x ə ⁵⁵ ◦ ʐ ə ⁵⁵	( - - - - x ə ⁵⁵ ◦ ) - ʐ ə - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )	!			194				- - - - - - - - - x ə ⁵⁵ ◦ ʐ ə - ⁵⁵	r
37610	NagaUkhrul	bone	the bone	ʔa-ru-kuj	ʔ a + r u + k u j	( ʔ a + - - - - - ) - r u - - - ( - ) - ( - - - - - - - - - - + k u j - - - - - - - - - )				194				ʔ a + - - - r u - - - + - k u j -	r
21339	DengDarangTaraon	bone	the bone	ɹɯ³¹boŋ³⁵	ɹ ɯ ³¹ ◦ b o ŋ ³⁵	( - - - - - - - - ) - ɹ ɯ - - - ( ³¹ ) - ( - - - - - - - - - - - - - - ◦ b o ŋ ³⁵ - - - - )				194				- - - - - - ɹ ɯ - - - ³¹ ◦ b o ŋ ³⁵	r
37813	KirantiHayu	bone (n)	the bone	ru	r u	( - - - - - - - - ) - r u - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r u - - - - - - - - -	r
38450	Karbi		the bone	+repī	+ r e p ī		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «repi» (page: 210)			10327				+ r e p ī	+repī
38552	Rabha	bone	the bone	kiŋ-dzuŋ	k i ŋ + dz u ŋ					10328				k i ŋ + dz u ŋ	kiŋ-dzuŋ
23257	TibetanXiahe	bone	the bone	rə pa	r ə _ p a	( - - - - - - - - ) - r ə - - - ( - ) - ( - _ p a - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r ə - - - _ - p a - -	r
18841	JingphoJingpho	bone	the bone	n³¹|ʒa³³	n ³¹ ◦ ʒ a ³³	n ³¹ ◦ ʒ a ³³	!			3687				n ³¹ ◦ ʒ a ³³	n³¹|ʒa³³
21210	QiangicZhaba	bone	the bone	ɕə⁵⁵|ʐə⁵⁵	ɕ ə ⁵⁵ ◦ ʐ ə ⁵⁵	( - - - - ɕ ə ⁵⁵ ◦ ) - ʐ ə - - - ( ⁵⁵ ) - ( - - - - - - - - - - - - - - - - - - - - - - - )	!			194				- - - - - - - - - ɕ ə ⁵⁵ ◦ ʐ ə - ⁵⁵	r
30776	SiniticOldChinese		the bone	kˤut	kˤ u t	kˤ - u t - ( - - - - )			骨头	1716		骨	the-384	kˤ - u t - - - - -	k u t ²
31121	BurmishOldBurmese		the bone	ruiwḥ	r ui w ḥ	( - - - - - - - - ) - r ui w ḥ - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r ui w ḥ - - - - - - -	r
31569	KhroskyabsWobzi		the bone	ɕɑrə́	ɕ ɑ r ə́	( - - - - ɕ ɑ - - ) - r ə́ - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - ɕ ɑ r ə́ - - - - - - - - -	r
33240	TibetoKinauriByangsi	bone	the bone	rɛ̀	r ɛ̀	( - - - - - - - - ) - r ɛ̀ - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r ɛ̀ - - - - - - - - -	r
31823	ChepangChepang	bone (long), upper bone of arm, leg	the bone	yo.liŋ	j o + l i ŋ	j o + l i ŋ				3798				j o + l i ŋ	yo.liŋ
31824	ChepangChepang	bone; hard matter in animal, tree	the bone	hrus	h r u s	( - - - - - - - - ) h r u s - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - h - r u - s - - - - - - -	r
15675	TaniBokar	bone	the bone	loŋ poŋ	l o ŋ + p o ŋ	l o ŋ + p o ŋ				3908				l o ŋ + p o ŋ	loŋ poŋ
32086	GaroGaro	bone (n)	the bone	greng	g r e n g	g r e n g				3921				g r e n g	greng
32460	KirantiThulung		the bone	ser	s e r	s e r				4069				s e r	ser
32659	ChinHakha	bone (n.)	the bone	ruh	r u ʔ	( - - - - - - - - ) - r u ʔ - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - )				194				- - - - - - r u - ʔ - - - - - - -	r
#
16613	JingphoJingpho	branch / twig	the branch	lă³¹kji̱ŋ³¹	l ă ³¹ ◦ k j i̱ ŋ ³¹	l ă ³¹ - - - - ◦ k j i̱ ŋ ³¹				940				l ă - ³¹ ◦ k j i̱ ŋ ³¹	l ə k ⁵⁵ + k j a̰ ŋ ⁵⁵
33038	TibetoKinauriBunan	branch	the branch	laŋgjak	l a ŋ g j a k	- - - - - - - - - - - - - - l a ŋ g j a k -	Comment (by Widmer2014): «WT yal ga ~ *yal gag / PTB *gak»			233				- - - - - - - - - - - - - - l a ŋ g j a k -	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
16725	BodicTshangla	branch / twig	the branch	da ka	d a _ k a	d a _ k a				284				d a _ k a	da ka
33241	TibetoKinauriByangsi	branch of tree	the branch	d5ali	d̺ a l i	d̺ a l i		IA		10602				d̺ a l i	d5ali
16930	rGyalrongDaofu	branch / twig	the branch	qa rvɐ	q a + r v ɐ	q a + r v ɐ	!			410				q a + r v ɐ -	q + r v ɐ r
19250	NungicDulong	branch / twig	the branch	ɕiŋ⁵⁵lɑŋ⁵⁵	ɕ i ŋ ⁵⁵ + l ɑ ŋ ⁵⁵	ɕ i ŋ ⁵⁵ + l ɑ ŋ ⁵⁵				1346				ɕ i ŋ ⁵⁵ + l ɑ ŋ ⁵⁵	ɕiŋ⁵⁵lɑŋ⁵⁵
33691	KirantiKulung	branch of a tree (n.)	the branch	gem	g e m	g - e m	Nepali: hāṃgā. (Tolsma1999)			652				g - e m	g r e m
973	TibetanOldTibetan		the branch	jal.ga	j a l + g a	- - - - j a l - + g a -				10265				- - - j a l + g a -	r a _ ɣ a
1002	rGyalrongJaphug		the branch	tɤ-rtaʁ	t ɤ ◦ r t a ʁ	t ɤ ◦ r t a ʁ				693				t ɤ ◦ r t a ʁ	tɤ-rtaʁ
33875	KirantiBantawa	branch, leaf	the branch	kusi	k u s i	k u s i				751				k u s i	kusi
17496	DengDarangTaraon	branch / twig	the branch	xɑ³¹ɹɑ⁵³	x ɑ ³¹ ◦ ɹ ɑ ⁵³	x ɑ ³¹ ◦ ɹ ɑ ⁵³				756				x ɑ ³¹ ◦ ɹ ɑ ⁵³	h ɑ ⁵⁵ ◦ ɹ o ⁵³
17600	rGyalrongMaerkang	branch / twig	the branch	tɐi jgɐ	t ɐ i _ j g ɐ	t ɐ i _ - j - - - g ɐ -	!			681				t ɐ i _ j g ɐ	tɐi jgɐ
34267	BurmishAchang	branch	the branch	ʂək⁵⁵kʐaŋ⁵⁵	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	- - - ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵				940	113 115		tree branch	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	l ə k ⁵⁵ + k j a̰ ŋ ⁵⁵
34268	BurmishAtsi	branch	the branch	sik⁵⁵kja̱ŋ⁵¹	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	- - - s i k ⁵⁵ + k j a̰ ŋ ⁵¹				940	113 115		tree branch	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	l ə k ⁵⁵ + k j a̰ ŋ ⁵⁵
34269	BurmishBola	branch	the branch	sak⁵⁵ka̱ʔ⁵⁵	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	- - - - s a - k ⁵⁵ - - - - + - - - k - a̰ ʔ ⁵⁵				233	113 114		tree branch	- - - s a - k ⁵⁵ - - - - - + - - - k - a̰ ʔ ⁵⁵	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
34270	BurmishLashi	branch	the branch	sə̱k⁵⁵kɔ̱ʔ⁵⁵	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	- - - - s ə̰ - k ⁵⁵ - - - - + - - - k - ɔ̰ ʔ ⁵⁵				233	113 114		tree branch	- - - s ə̰ - k ⁵⁵ - - - - - + - - - k - ɔ̰ ʔ ⁵⁵	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
17915	TibetanLhasa	branch / twig	the branch	jɛ¹³ka⁵⁵	j ɛ ¹³ ◦ k a ⁵⁵	- - - - j ɛ - ¹³ ◦ k a ⁵⁵				10265				j ɛ ¹³ - - - ◦ k a ⁵⁵	r a _ ɣ a
22154	TibetanXiahe	branch / twig	the branch	ra ʁa	r a _ ʁ a	- - - - r a - _ - - ʁ a				10265				- - - r a - _ ʁ a -	r a _ ɣ a
34780	BurmishRangoon		the branch	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	ɑ ⁵³ - + k ɑ̃ i ∼ ⁵⁵ + - ɑ ⁵³ + - - - kʰ - ɛ ʔ ⁴				233	135 1026 135 114			ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + - ɑ ⁵³ - + - - - kʰ - ɛ ʔ ⁴	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
35465	BurmishXiandao	branch	the branch	ʂɯk⁵⁵xɔʔ⁵⁵	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	- - - - ʂ ɯ - k ⁵⁵ - - - - + - - - x - ɔ ʔ ⁵⁵				233	113 114		tree branch	- - - ʂ ɯ - k ⁵⁵ - - - - - + - - - x - ɔ ʔ ⁵⁵	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
35985	MizoLushai	branch (n)	the branch	thing◦zâr	tʰ i ŋ + z â r	tʰ i ŋ + z â r				1512				tʰ i ŋ + z â r	thing◦zâr
19541	TibetanBatang	branch / twig	the branch	lɑʔ²³¹	l ɑ ʔ ²³¹	l ɑ ʔ ²³¹ - - - -				1479				l ɑ ʔ ²³¹	lɑʔ²³¹
36576	SiniticBeijing		the branch	ʂu⁵³tʂʅr⁵⁵	ʂ u ⁵³ tʂ ʅ/r ⁵⁵	( ʂ - u ⁵³ ) tʂ ʅ/r ⁵⁵ ( - - - )				1718	418 403	樹枝	_the-418 the-403	ʂ u - ⁵³ tʂ ʅ/r ⁵⁵	tsʰ i ¹¹ k i ³³
36577	SiniticGuangzhou		the branch	sy²²tsi⁵³₅₅	s y ²² ts i ⁵³₅₅	( s - y ²² ) ts i ⁵³₅₅ ( - - - )				1718	418 403	樹枝	_the-418 the-403	s y - ²² ts i ⁵³₅₅	tsʰ i ¹¹ k i ³³
36578	SiniticChaozhou		the branch	tsʰiu¹¹ki³³	tsʰ i u ¹¹ k i ³³	( tsʰ i u ¹¹ ) k i ³³ ( - - - )				1718	418 403	樹枝	_the-418 the-403	tsʰ i u ¹¹ k i ³³	tsʰ i ¹¹ k i ³³
36580	SiniticJieyang		the branch	tsʰiu¹¹ki³³	tsʰ i u ¹¹ k i ³³	( tsʰ i u ¹¹ ) k i ³³ ( - - - )				1718	418 403	樹枝	_the-418 the-403	tsʰ i u ¹¹ k i ³³	tsʰ i ¹¹ k i ³³
36581	SiniticXingning		the branch	ki³⁵pʰa³¹	k i ³⁵ pʰ a ³¹	( - - - - ) k i ³⁵ ( pʰ a ³¹ )				1718	403 410	枝囗	the-403 _the-410	k i - ³⁵ pʰ a ³¹	tsʰ i ¹¹ k i ³³
37611	NagaUkhrul	branch	the branch	ʔa-pʰaŋ	ʔ a + pʰ a ŋ	ʔ a + pʰ a ŋ				2062				ʔ a + pʰ a ŋ	ʔa-pʰaŋ
37612	NagaUkhrul	branch	the branch	ʔa-sa	ʔ a + s a	ʔ a + s a				2063				ʔ a + s a	ʔa-sa
38113	Tangut		the branch	.war	. w a r	. w a r				410				- - - . w a r	q + r v ɐ r
38438	Karbi		the branch	+rō	+ r ō		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pheke» (page: 211)			10329				+ r ō	+rō
38573	Rabha	branch / twig	the branch	da-lai	d a + l ai			IA		10827				d a + l ai	da-lai
36579	SiniticLonggang		the branch	a³³tsʰa³³	a ³³ tsʰ a ³³	a ³³ tsʰ a ³³				2535	399 402	椏杈	_the-399 the-402	a ³³ tsʰ a ³³	a³³tsʰa³³
23280	LoloishLisu	branch / twig	the branch	si³⁵lɛ̱³¹kɑ⁵⁵	s i ³⁵ l ɛ̱ ³¹ k ɑ ⁵⁵	- - - - s i - - ³⁵ - l ɛ̱ ³¹ - - - - k - ɑ - ⁵⁵				233				- - - s i - - ³⁵ - l ɛ̱ ³¹ - - - - - k - ɑ - ⁵⁵	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
23345	TaniBokar	branch / twig	the branch	a ɦok	a + ɦ o k	a + ɦ o k				2643				a + ɦ o k	a ɦok
24608	DengYidu	branch / twig	the branch	hɑ⁵⁵ɹo⁵³	h ɑ ⁵⁵ ◦ ɹ o ⁵³	h ɑ ⁵⁵ ◦ ɹ o ⁵³				756				h ɑ ⁵⁵ ◦ ɹ o ⁵³	h ɑ ⁵⁵ ◦ ɹ o ⁵³
24699	QiangicZhaba	branch / twig	the branch	ja⁵⁵ja⁵⁵	j a ⁵⁵ ◦ j a ⁵⁵	- - - - j a - ⁵⁵ ◦ j a ⁵⁵		tib yal?		10853				j a ⁵⁵ ◦ j a ⁵⁵	ja⁵⁵ja⁵⁵
34271	BurmishMaru	branch	the branch	sa̱k⁵⁵kɔ̱ʔ⁵⁵	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	- - - - s a̰ - k ⁵⁵ - - - - + - - - k - ɔ̰ ʔ ⁵⁵				233	113 114		tree branch	- - - s a̰ - k ⁵⁵ - - - - - + - - - k - ɔ̰ ʔ ⁵⁵	s k ⁵⁵ + k ɔ̰ ʔ ⁵⁵
25490	TibetanAlike	branch / twig	the branch	ra ɣa	r a _ ɣ a	- - - - r a _ - - ɣ a -				10265				- - - r a - _ ɣ a -	r a _ ɣ a
32087	GaroGaro	branch; twig (n)	the branch	bi-pek	b i p e k	b i p e k				3922				b i p e k	bi-pek
