# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	BORROWING	NOTE	CHINESE	COGID	HANZI	RGEN	SOURCE	ENTRY_IN_SOURCE
35196	Rangoon	firewood	firewood	tʰĩ⁵⁵	tʰ ĩ ∼ ⁵⁵				3872				
35261	Atsi	firewood	firewood	tʰaŋ²¹	tʰ a ŋ ²¹				3872				
38178	Tangut		firewood	sjɨ mə	s j ɨ m ə				29802				
38509	Mikir		firewood	thēng	tʰ ē/eː ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «theng» (page: 280)		29873				
#
3252	Old_Tibetan		five	lŋa	l ŋ a			五	10357				
3281	Japhug		five	kɯmŋu	k ɯ m ŋ u			五	10357				
16861	Jingpho	five	five	mă³¹|ŋa³³	m ă ³¹ + ŋ a ³³				10357				
17031	Motuo_Menba	five	five	ŋa	ŋ a				10357				
17916	rGyalrong_Maerkang	five	five	kə mŋo	k ə _ m ŋ o				10357				
18211	Tibetan_Lhasa	five	five	ŋa⁵⁵	ŋ a ⁵⁵				10357				
19855	Tibetan_Batang	five	five	ŋa⁵³	ŋ a ⁵³				10357				
21644	Zhaba_Daofu_County	five	five	ŋøi¹³	ŋ ø i ¹³				10357				
22447	Tibetan_Xiahe	five	five	hŋa	h ŋ a				10357				
23449	Darang_Taraon	five	five	mɑ³¹ŋɑ³⁵	m ɑ ³¹ + ŋ ɑ ³⁵				10357				
23551	Lisu	five	five	ŋuɑ³¹	ŋ u ɑ ³¹				10357				
23891	Daofu	five	five	ɴɢvɛ	ɴ ɢ v ɛ				10357				
24221	Bokar	five	five	o ŋo	o + ŋ o				10357				
24612	Tibetan_Alike	five	five	rŋæ	r ŋ æ				10357				
24806	Yidu	five	five	mɑ³¹ŋɑ⁵⁵	m ɑ ³¹ + ŋ ɑ ⁵⁵				10357				
25453	Dulong	five	five	pɯ³¹ŋɑ⁵³	p ɯ ³¹ + ŋ ɑ ⁵³				10357				
30344	Khaling		five	bhɵ̂ŋ	bh ɵ ŋ				10357				
30821	Old_Chinese		five	Cŋˤaʔ	C/ + ŋˤ a ʔ			五	10357				
31069	Old_Burmese		five	ṅāḥ	ṅ/ŋ ā ḥ/				10357				
31301	Limbu		five	ŋasi	ŋ a s i				10357				
31608	Wobzi_Khroskyabs		five	mŋɑ́	m ŋ ɑ́				10357				
31863	Chepang	five	five	po.ŋa	p o + ŋ a				10357				
32410	Thulung		five	ŋo:	ŋ oː		ŋ o:		10357				
32698	Hakha_Chin	five (num.)	five	panga	p a ŋ âa/a				10357				
33074	Bunan	five	five	ŋai	ŋ a i		Comment (by Widmer2014): «WT lnga»		10357				
33190	Byangsi	five	five	ŋai	ŋ a i				10357				
33412	Rongpo	five	five	ŋɛ	ŋ ɛ				10357				
33642	Kulung	five (num.)	five	Naci	ŋ a tʃ i		Nepali: pāṃc. (Tolsma1999)		10357				
33912	Bantawa	five	five	cʰuk-ka	tsʰ u k + k a				775				
34206	Achang_Longchuan	five	five	ŋɔ³¹	ŋ ɔ ³¹				10357				
34223	Rangoon		five	ŋɑ⁵⁵	ŋ ɑ ⁵⁵				10357				
34650	Atsi	five	five	ŋo²¹	ŋ o ²¹				10357				
34651	Bola	five	five	ŋa³¹	ŋ a ³¹				10357				
34653	Lashi	five	five	ŋ³³	ŋ ³³				10357				
34654	Maru	five	five	ŋɔ⁵⁵	ŋ ɔ ⁵⁵				10357				
34655	Xiandao	five	five	ŋɔ³¹	ŋ ɔ ³¹				10357				
35724	Bahing	five (num)	five	ŋə	ŋ ə				10357				
35919	Lushai	five	five	pa◦nga	p a + ŋ a				10357				
36266	Beijing		five	wu²¹⁴	w u ²¹⁴				10357				
36267	Guangzhou		five	ŋ̩̩²³	ŋ̩ ²³				10357				
36268	Chaozhou		five	ŋou³⁵	ŋ o u ³⁵				10357				
36269	Longgang		five	m³²	m ³²				10357				
36270	Jieyang		five	ŋou³⁵	ŋ o u ³⁵				10357				
36271	Xingning		five	m²¹	m ²¹				10357				
37565	Ukhrul	five	five	pʰə-ŋa	pʰ ə + ŋ a				10357				
38040	Tangut		five	ŋwə	ŋ w ə				10357				
38356	Mikir		five	phō	pʰ ō/oː		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phongo, phono, pho» (page: 280)		10357				
#
3676	Old_Tibetan		four	bʑi	b ʑ i			四	263				
3705	Japhug		four	kɯβde	k ɯ β d e			四	263				
16860	Jingpho	four	four	mă³¹li³³|	m ă ³¹ + l i ³³				263				
17030	Motuo_Menba	four	four	phi	pʰ i				263				
18210	Tibetan_Lhasa	four	four	ɕi¹³	ɕ i ¹³				263				
19102	Tibetan_Alike	four	four	wʑə	w ʑ ə				263				
19151	Daofu	four	four	ɤɮə	ɣ ɮ ə				263				
19588	Dulong	four	four	ɑ³¹bli⁵³	ɑ ³¹ + b l i ⁵³				263				
19854	Tibetan_Batang	four	four	ɣɪ⁵³	ɣ ɪ ⁵³				263				
21340	rGyalrong_Maerkang	four	four	kə wdi	k ə _ w d i				263				
21643	Zhaba_Daofu_County	four	four	dʌ¹³	d ʌ ¹³				263				
21726	Darang_Taraon	four	four	kɑ³¹pɹɑi⁵⁵	k ɑ ³¹ + p ɹ ɑ i ⁵⁵				263				
22446	Tibetan_Xiahe	four	four	ʑə	ʑ ə				263				
23550	Lisu	four	four	li³³	l i ³³				263				
23628	Bokar	four	four	a piː	a + p iː				263				
24906	Yidu	four	four	kɑ³¹pɹɯi⁵⁵	k ɑ ³¹ + p ɹ ɯ i ⁵⁵				263				
30834	Old_Chinese		four	slij←s	s l i j + s			四	263				
31070	Old_Burmese		four	liyḥ	l i j ḥ/				263				
31300	Limbu		four		l i s i				263				
31314	Khaling		four		bh ɛ̂ l				263				
31618	Wobzi_Khroskyabs		four	vdə́	v d ə́				263				
31878	Chepang	four	four	pləy	p l ə j				263				
32136	Garo	four (num)	four	-bri	b r i				263				
32411	Thulung		four	blʌ:	b l ʌː				263				
32708	Hakha_Chin	four (num.)	four	pali	p a l îi/i				263				
33079	Bunan	four	four	piː	p iː		Comment (by Widmer2014): «ZZ bing ~ zhi / PTB *ləy»		263				
33191	Byangsi	four	four	pi	p i				263				
33413	Rongpo	four	four	pi	p i				263				
33643	Kulung	four. (num.)	four	li:ci	l iː tʃ i				263				
33920	Bantawa	four	four	lek-ka	l e k + k a				263				
34439	Bola	four	four	məi³¹	m ə i ³¹				263				
34496	Maru	four	four	pjik³¹	p j i k ³¹				263				
34595	Rangoon		four	le⁵⁵	l e ⁵⁵				263				
34724	Achang_Longchuan	four	four	mi³¹	m i ³¹				263				
34725	Atsi	four	four	mji²¹	m j i ²¹				263				
34727	Lashi	four	four	mei³³	m e i ³³				263				
34729	Xiandao	four	four	mi⁵⁵	m i ⁵⁵				263				
35725	Bahing	four (num)	four	le	l e				263				
35920	Lushai	four	four	pa◦li	p a + l i				263				
36272	Beijing		four	sɿ⁵¹	s ɿ ⁵¹				263				
36273	Guangzhou		four	sei³³	s e i ³³				263				
36274	Chaozhou		four	si¹³	s i ¹³				263				
36275	Longgang		four	si⁵⁴	s i ⁵⁴				263				
36276	Jieyang		four	si¹³	s i ¹³				263				
36277	Xingning		four	sɿ⁵³	s ɿ ⁵³				263				
37566	Ukhrul	four	four	mə-ti	m ə + t i				263				
37774	Hayu	four (num)	four	bli	b l i				263				
37958	Tangut		four	ljɨɨr	l j ɨɨ/ɨː r				263				
38270	Mikir		four	phlī	pʰ l ī/iː		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phli, phili[...]» (page: 286)		263				
#
3835	Old_Tibetan	full	full	gaŋ	g a ŋ			满	1085				
3849	Limbu	full	full	tims-	t i m s +			满	1570				
3864	Japhug	full	full	mtsʰɤt	m tsʰ ɤ t			满	1357				
3868	Tangut	full	full	sə¹	s ə ¹			满	1357				
16996	Jingpho	full	full	phʒiŋ⁵⁵	pʰ ʒ i ŋ ⁵⁵				149				
17551	Tibetan_Xiahe	full	full	kaŋ wo	k a ŋ _ w o				1085				
18009	rGyalrong_Maerkang	full	full	kə mȵot	k ə _ m ȵ o t				978				
18352	Tibetan_Lhasa	full	full	khaŋ⁵²◦pa	kʰ a ŋ ⁵² + p a		??		1085				
19281	Daofu	full	full	rə xsɛ	r ə + x s ɛ				1357				
19726	Dulong	full	full	dɑm⁵³	d ɑ m ⁵³				1570				
19879	Tibetan_Alike	full	full	kaŋ	k a ŋ				1085				
21870	Darang_Taraon	full	full	blɯŋ⁵⁵	b l ɯ ŋ ⁵⁵				149				
22599	Bokar	full	full	biŋ	b i ŋ				149				
23469	Tibetan_Batang	full	full	kõ¹³	k õ ∼ ¹³				1085				
23686	Zhaba_Daofu_County	full	full	ʌ⁵⁵pei⁵⁵	ʌ ⁵⁵ + p e i ⁵⁵				2705				
23687	Lisu	full	full	bi̱³³	b i̠ ³³				149				
25049	Yidu	full	full	bɹoŋ⁵⁵bɑ⁵⁵	b ɹ o ŋ ⁵⁵ + b ɑ ⁵⁵				149				
30840	Old_Chinese		full	leŋ	l e ŋ			满	149				
31071	Old_Burmese		full	plañʔ	p l a ɲ ʔ				149				
31624	Wobzi_Khroskyabs		full	fsǽ	f s ǽ/æ				1357				
31883	Chepang	full	full	dyam	d j a m				1570				
32140	Garo	full (vi)	full	gap-a	g a p + a				3945				
32323	Old_Tibetan		full	bʲiŋs.po	b ʲ/j i ŋ s + p o				149				
32412	Thulung		full	dempa	d e m p a				1570				
32715	Hakha_Chin	full (adj.)	full	1. a khat;	kʰ a t		[full entry: e.g. The glass is full of water = Hrai cu ti a khat 2. thlapa lai; e.g. The moon is full tonight = Tuzan cu thlapa a lai; 3. kheng; e.g. We waited for a full hour = Suimilam pakhat kheng kan hngah.]		1475				
32936	Bunan	full	full	bik	b i k				149				
33192	Byangsi	full	full	tsebindɛ	ts e b i n d ɛ				339				
33414	Rongpo	whole, full	full	pu:rɔ	p uː r ɔ	IA			1740				
33926	Bantawa	all, full, completely	full	bʰeplo	bʱ e p l o				783				
34571	Rangoon		full	pje⁵³	p j e ⁵³				149				
34756	Achang_Longchuan	full adj	full	pʐəŋ³⁵	p ʐ ə ŋ ³⁵				149				
34757	Atsi	full adj	full	pjiŋ⁵⁵	p j i ŋ ⁵⁵				149				
34758	Bola	full adj	full	pjaŋ³⁵	p j a ŋ ³⁵				149				
34760	Lashi	full adj	full	pjəːŋ⁵⁵	p j əː ŋ ⁵⁵				149				
34761	Maru	full adj	full	pjaŋ⁵⁵	p j a ŋ ⁵⁵				149				
34762	Xiandao	full adj	full	pɯŋ³⁵	p ɯ ŋ ³⁵				149				
35921	Lushai	full	full	khat	kʰ a t				1475				
35922	Lushai	full	full	kim	k i m				1476				
36278	Beijing	full	full	man²¹⁴	m a n ²¹⁴			滿	1641				
36279	Guangzhou	full	full	mun²³	m u n ²³			滿	1641				
36280	Chaozhou		full	mũã ∼ ⁵³	m ũ ã ∼ ⁵³				1641				
36281	Longgang		full	man³³	m a n ³³				1641				
36282	Jieyang		full	mũã³¹	m ũ ã ∼ ³¹				1641				
36283	Xingning		full	man⁴⁵	m a n ⁴⁵				1641				
37567	Ukhrul	full	full	kə-pem	k ə + p e m				2037				
37775	Hayu	satisfied (be v.)	full	tsho	tsʰ o				2163				
38430	Mikir		full	plèng	p l è/e ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pleng(set), teng[...]» (page: 287)		149				
38608	Rabha	full	full	pʰuŋ	pʰ u ŋ				10363				
#
3941	Old_Tibetan	good	good	bzaŋ	b z a ŋ			好	1680				
3954	Khaling	good	good	nʉ-	n ʉ +			好	619				
3955	Limbu	good	good	nu:r-	n uː r +			好	619				
3970	Japhug	good	good	pe	p e			好	179				
3974	Tangut	good	good	ŋạ²	ŋ ạ/a ²			好	1682				
17051	Jingpho	good	good	kă³¹tʃa³³	k ă ³¹ + tʃ a ³³				485				
17222	Yidu	good	good	pɹɑ⁵⁵	p ɹ ɑ ⁵⁵				596				
18051	rGyalrong_Maerkang	good	good	kə hou	k ə _ h o u	Ch好			998				
18064	Motuo_Menba	good	good	lek pu	l e k _ p u	tib legs po			1004				
18405	Tibetan_Lhasa	good	good	ja¹³ko⁵⁵	j a ¹³ + k o ⁵⁵				1099				
18406	Tibetan_Lhasa	good	good	lek¹³po⁵⁵	l e k ¹³ + p o ⁵⁵				1004				
19357	Daofu	good	good	ʁjɛ	ʁ j ɛ				2852				
19358	Daofu	good	good	gɑ ʁjɛ	g ɑ + ʁ j ɛ				2852				
20026	Tibetan_Batang	good	good	jɑ¹³pᴜ⁵³	j ɑ ¹³ + p u ⁵³				1099				
20027	Tibetan_Batang	good	good	zõ⁵⁵bᴜ⁵³	z õ ∼ ⁵⁵ + b u ⁵³				1680				
21823	Zhaba_Daofu_County	good	good	lɪ⁵⁵lɪ⁵⁵	l ɪ ⁵⁵ + l ɪ ⁵⁵				2302				
21911	Darang_Taraon	good	good	pɹɑ⁵⁵	p ɹ ɑ ⁵⁵				596				
22252	Dulong	good	good	gɑm⁵³	g ɑ m ⁵³				2421				
22604	Tibetan_Xiahe	good	good	a dzo	a _ dz o				2481				
22605	Tibetan_Xiahe	good	good	zaŋ	z a ŋ				1680				
23832	Bokar	good	good	po	p o				179				
24782	Tibetan_Alike	good	good	jak kə	j a k _ k ə				1099				
24862	Lisu	good	good	dʑi³³	dʑ i ³³				2945				
30848	Old_Chinese		good	tsˤaŋ	tsˤ a ŋ			好	1680				
30850	Old_Chinese		good	qʰˤuʔ	qʰˤ u ʔ			好	1642				
31072	Old_Burmese		good	ko₂ṅḥ	k o₂/o ṅ/ŋ ḥ/				1060				
31627	Wobzi_Khroskyabs		good	tsʰâ	tsʰ â				3751				
31884	Chepang	generous, good	good	hluŋ thoŋ-	h l u ŋ + tʰ o ŋ				3819				
31885	Chepang	good (B)	good	dyanh-	d j a n̥				3820				
31886	Chepang	well brewed, not sour (beer), be good (person)	good	jyot-	dʒ j o t				3821				
32069	Japhug		good	sna	s n a				3913				
32143	Garo	good (vi)	good	nam-a	n a m + a				3947				
32413	Thulung		good	dzɵpa	dz ɵ p a				4054				
32718	Hakha_Chin	good (adj.)	good	nuamh	n ǔ/u a m + n u a m ʔ		[full entry: 2. aa tlakmi; e.g. He is a good man for the job = Hi rian he hin an i tlak; 3. nuamh; e.g. We had a good time = Kan i nuam; 4. a tam ial; e.g. He read a good many books = Cauk tam ialte a rel.]		3947				
32973	Bunan	good	good	epo	e p o				179				
33193	Byangsi	beautiful	good	d5aŋthe	d̺ a ŋ tʰ e				340				
33415	Rongpo	good	good	ɔri	ɔ r i				1742				
33644	Kulung	good (adj.)	good	nǝpa	n ə p a		Nepali: rāmro. (Tolsma1999)		619				
33929	Bantawa	good, good-natured	good	nuwak	n u w a k				619				
34636	Rangoon		good	kɑ̃u⁵⁵	k ɑ̃ u ∼ ⁵⁵				1060				
34774	Atsi	good	good	ke⁵¹	k e ⁵¹				1093				
34775	Bola	good	good	kai⁵⁵	k a i ⁵⁵				1093				
34776	Lashi	good	good	kɛː³¹	k ɛː ³¹				1093				
34777	Maru	good	good	kai³¹	k a i ³¹				1093				
34778	Xiandao	good	good	cɛ⁵⁵	ɕ ɛ ⁵⁵				1093				
34801	Achang_Longchuan	good	good	tɕi⁵⁵	tɕ i ⁵⁵				3841				
35726	Bahing	good-looking, good (be v.)	good	rim-	r i m				1371				
35923	Lushai	good	good	t̥ha	ʈʰ a				1477				
35924	Lushai	good	good	fel	f e l				1478				
35925	Lushai	good	good	mawi	m a w/u i				1270				
36284	Beijing	good	good	xɑo²¹⁴	x a o ²¹⁴			好	1642				
36285	Guangzhou	good	good	hou³⁵	h o u ³⁵			好	1642				
36286	Chaozhou		good	hɔ⁵³	h ɔ ⁵³				1642				
36287	Longgang		good	hau³²	h a u ³²				1642				
36288	Jieyang		good	hɔ³¹	h ɔ ³¹				1642				
36289	Xingning		good	hɑɔ²¹	h ɑ ɔ ²¹				1642				
37568	Ukhrul	beautiful (be v.)	good	kʰə-mə-tʰa	kʰ ə + m ə + tʰ a				2038				
37569	Ukhrul	good	good	pʰa	pʰ a				3321				
37776	Hayu	good (adj)	good	nuk-ha	n u k + h a				619				
38345	Mikir		good	mē	m ē/eː		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «me, sot» (page: 293)		10365				
38624	Rabha	become good	good	nem	n e m				3947				
#
4047	Old_Tibetan	green	green	sŋo-	s ŋ o +			绿	1098				
4060	Khaling	green	green	gigîm	g i g î/i m			绿	620				
4061	Limbu	green	green	phiŋ	pʰ i ŋ			绿	2870				
4076	Japhug	green	green	arŋi	a r ŋ i			绿	1098				
4080	Tangut	green	green	ŋwər¹	ŋ w ə r ¹			绿	1098				
16991	Jingpho	green	green	tsi̱t³¹	ts i̠ t ³¹				447				
17182	Motuo_Menba	green	green	dʑaŋ khu	dʑ a ŋ _ kʰ u	Tib[ldʑaŋ.ku]			564				
18025	rGyalrong_Maerkang	green	green	ldʒɐl kə	l dʒ ɐ l _ k ə	Tib[ldʑaŋ.ku]			3142				
18367	Tibetan_Lhasa	green	green	tɕəŋ¹³ku⁵⁵	tɕ ə ŋ ¹³ + k u ⁵⁵				564				
19082	Tibetan_Xiahe	green	green	dʑaŋ khə	dʑ a ŋ _ kʰ ə				564				
19141	Darang_Taraon	green	green	tiɯŋ⁵⁵kɹɑi⁵⁵	t i ɯ ŋ ⁵⁵ + k ɹ ɑ i ⁵⁵				1325				
19309	Daofu	green	green	rŋə rŋə	r ŋ ə + r ŋ ə				1098				
19743	Dulong	green	green	pɯ³¹ɕiŋ⁵³	p ɯ ³¹ + ɕ i ŋ ⁵³				1583				
19805	Daofu	green	green	sŋur ma	s ŋ u r + m a				1098				
20550	Tibetan_Batang	green	green	dʑõ⁵⁵khᴜ⁵³	dʑ õ ∼ ⁵⁵ + kʰ u ⁵³				564				
23706	Lisu	green	green	ni³⁵tʃhi̱³¹	n i ³⁵ + tʃʰ i̠ ³¹				2710				
23799	Bokar	green	green	dʑe oː	dʑ e + oː				3117				
23811	Zhaba_Daofu_County	green	green	dʑᴜ³³ nkhu⁵⁵	dʑ u ³³ _ n kʰ u ⁵⁵				3262				
24753	Tibetan_Alike	green	green	rdʑaŋ khə	r dʑ a ŋ _ kʰ ə				564				
25061	Yidu	green	green	tiŋ⁵⁵kɹiɑ⁵⁵	t i ŋ ⁵⁵ + k ɹ i ɑ ⁵⁵				1325				
30854	Old_Chinese		green	pərok	p ə + r o k		or light blue	绿	1643				
31073	Old_Burmese		green	cimḥ	c i m ḥ/				1080				
31074	Old_Burmese		green	ññuiv	ññ/ɲː ui v				1098				
31629	Wobzi_Khroskyabs		green	rŋə̂	r ŋ ə̂				1098				
31888	Chepang	green, blue	green	pli-	p l i				3216				
32145	Garo	green (vi)	green	tang-sik-a	t a ŋ + s i k + a				3948				
32414	Thulung		green	gigim	g i g i m				620				
32720	Hakha_Chin	green (adj.)	green	1. a hringmi , thinghnah hring azawng;	hr/r̥ î/i ŋ + hr/r̥ ǐ/i n		[full entry: 2. a hmin rih lomi; e.g. Green apples = Epal a hmin rih lomi; 3. rian a thiam rih lomi]		2486				
33133	Bunan	blue/green	green	tiŋi	t i ŋ i		Comment (by Widmer2014): «ZZ ting»		303				
33194	Byangsi	green (literally green grass)	green	tinci	t i n c/tʃ i				303				
33416	Rongpo	green	green	həryɔ	h ə r j ɔ	IA			472				
33645	Kulung	blue, green, young (of firewood), unripe, uncooked (adj.)	green	gigippa	g i g i p p a		Nepali: hariyo, nilo, kāco. (Tolsma1999)		620				
34716	Rangoon		green	sẽ⁵⁵	s ẽ ∼ ⁵⁵				1080				
34786	Achang_Longchuan	green	green	ȵau⁵⁵	nʲ a u ⁵⁵				1098				
34787	Atsi	green	green	ŋjui⁵¹	ŋ j u i ⁵¹				1098				
34788	Bola	green	green	ŋjuŋ⁵⁵	ŋ j u ŋ ⁵⁵				1098				
34790	Lashi	green	green	ŋjaːu³¹	ŋ j aː u ³¹				1098				
34791	Maru	green	green	ŋjuk³¹	ŋ j u k ³¹				1098				
34792	Xiandao	green	green	ɲau⁵⁵	ɲ a u ⁵⁵				1098				
35727	Bahing	green (adj)	green	gigi (mœba)	g i g i				620				
36290	Beijing		green	ly⁵¹	l y ⁵¹				1643				
36291	Guangzhou		green	lʊk²	l ʊ k ²				1643				
36292	Chaozhou		green	lɛk⁵	l e k ⁵				1643				
36293	Longgang		green	lʊk⁵	l ʊ k ⁵				1643				
36294	Jieyang		green	lɛk⁵	l e k ⁵				1643				
36295	Xingning		green	liuʔ⁵	l ɪ u ʔ ⁵				1643				
37570	Ukhrul	green (be v.)	green	kʰə-mə-tek	kʰ ə + m ə + t e k				3323				
37777	Hayu	green, unripe	green	giruŋ	g i r u ŋ				620				
38375	Mikir		green	lir	l i r		from :cite:Walker1925<br>page in :cite:Walker1925 295		10368				
38616	Rabha	green	green	kʰen-tʃer	kʰ e n + t ʃ e r				10367				
#
17039	Jingpho	hard	hard	tʃaʔ³¹	tʃ a ʔ ³¹		tʃ < *Cr-		211				
17194	Motuo_Menba	hard	hard	kak tar	k a k _ t a r				572				
18042	rGyalrong_Maerkang	hard	hard	kə rko	k ə _ r k o				341				
18390	Tibetan_Lhasa	hard	hard	tʂha⁵⁵ko⁵⁵	ʈʂʰ a ⁵⁵ + k o ⁵⁵				211				
18391	Tibetan_Lhasa	hard	hard	reŋ¹³po⁵⁵	r e ŋ ¹³ + p o ⁵⁵				3286				
19332	Daofu	hard	hard	rgi rgi	r g i + r g i				341				
19508	Tibetan_Xiahe	hard	hard	ʂa mo	ʂ a _ m o				1458				
19764	Dulong	hard	hard	dʑɑʔ⁵⁵	dʑ ɑ ʔ ⁵⁵	< Jingpo	traitement Jingpo de *Cr-		211				
20011	Tibetan_Batang	hard	hard	sa⁵⁵mᴜ⁵³	s a ⁵⁵ + m u ⁵³				1458				
21529	Daofu	hard	hard	gɛ rgi	g ɛ + r g i				341				
21806	Zhaba_Daofu_County	hard	hard	kha³³kha⁵⁵	kʰ a ³³ + kʰ a ⁵⁵				2299				
21898	Darang_Taraon	hard	hard	tɑ³¹lɯi⁵⁵	t ɑ ³¹ + l ɯ i ⁵⁵				2325				
22312	Lisu	hard	hard	fu̱³³	f u̠ ³³				2438				
23937	Bokar	hard	hard	lar kak	l a r + k a k				572				
24770	Tibetan_Alike	hard	hard	ʂa mo	ʂ a _ m o				1458				
25518	Yidu	hard	hard	tɑ³¹tso⁵³	t ɑ ³¹ + ts o ⁵³				3075				
25789	Japhug	hard	hard	rko	r k o				341				
30718	Khaling		hard	ʦekpɛ	ts e k p ɛ				787				
30719	Limbu		hard	sakt	s a k t				787				
30858	Old_Chinese		hard	kˤaŋ	kˤ a ŋ			硬	10568				
31075	Old_Burmese		hard	mā	m ā				1216				
31633	Wobzi_Khroskyabs		hard	rɣê	r ɣ ê/e				341				
31893	Chepang	hard, dry, shrunken	hard	seh-	s e h				787				
32149	Garo	difficult; expensive; fast; hard; strong; tough (vi)	hard	rak-a	r a k + a				211				
32382	Old_Tibetan		hard	mkʰregs po	m kʰ r e g s + p o		not in OT		211				
32415	Thulung		hard	ko:pa	k oː p a				2612				
32725	Hakha_Chin	hard (adj.)	hard	1. a hak;	h â/a r + h ǎ/a r		[full entry: e.g. The rock is hard = Lung cu a hak; 2. a har; e.g. This work is hard = Hi rian cu a har; 3. mi teima; e.g. He is a hard worker = Mi teima a si; 4. mi hmai nuam lo; e.g. He had a hard face = Mi hmai nuam lo a si.]		3714				
33010	Bunan	hard	hard	kraŋi	k r a ŋ i		Comment (by Widmer2014): «WT krag krag "hard, stiff" (?)»		211				
33195	Byangsi	hard	hard	ka:ŋdɛ	k aː ŋ d ɛ				10569				
33417	Rongpo	hard	hard	dəkt	d ə k t				473				
33418	Rongpo	hard	hard	kə◦Tor	k ə + ʈ o r				474				
33646	Kulung	be hard (not soft) (vi-3 [1: chɔk- 2: chɔ:-])	hard	chɔ:ma	tʃʰ ɔː m a		Nepali: sāhro hunu. (Tolsma1999)		621				
33934	Bantawa	be hard	hard	cʰakma (cʰakta)	tsʰ a k t				787				
34907	Achang_Longchuan	hard	hard	kʐak⁵⁵	k ʐ a k ⁵⁵				211				
34954	Maru	hard	hard	ɣɔ̃³¹	ɣ ɔ̃ ∼ ³¹				1165				
35000	Atsi	hard	hard	tʰan⁵¹	tʰ a n ⁵¹				1186				
35091	Rangoon	hard	hard	mɑ²²	m ɑ ²²				1216				
35181	Lashi	hard	hard	kju̱ːŋ³³	k j ṵː ŋ ³³				29752				
35237	Xiandao	hard	hard	kʐak⁵⁵	k ʐ a k ⁵⁵				211				
35293	Bola	hard	hard	ɣɔ̃⁵⁵	ɣ ɔ̃ ∼ ⁵⁵				1165				
35926	Lushai	hard	hard	chang	tʃ a ŋ				211				
35927	Lushai	hard	hard	sak	s a k				787				
36296	Beijing	hard, firm	hard	iŋ⁵¹	j ɤ ŋ ⁵¹			硬	1644				
36297	Guangzhou	hard, firm	hard	ŋaŋ²²	ŋ a ŋ ²²			硬	1644				
36298	Chaozhou		hard	ŋɛ̃²¹	ŋ ɛ̃ ∼ ²¹				1644				
36299	Longgang		hard	ŋaŋ⁵⁴	ŋ a ŋ ⁵⁴				1644				
36300	Jieyang		hard	ŋɛ̃²¹	ŋ ɛ̃ ∼ ²¹				1644				
36301	Xingning		hard	ŋaŋ⁵³	ŋ a ŋ ⁵³				1644				
37571	Ukhrul	hard (be v.)	hard	kʰə-mə-rɐr	kʰ ə + m ə + r ɐ r				3324				
37778	Hayu	hard (be v.)	hard	tsam	ts a m				2164				
38025	Tangut		hard	.jijr 1.74	j ij r				341				
38340	Mikir		hard	ingtang	i ng t a ng		from :cite:Walker1925<br>page in :cite:Walker1925 299		10539				
38623	Rabha	hard	hard	rak	r a k				211				
#
4259	Old_Tibetan		he or she [third person singular]	kʰo	kʰ o			他	788				
4288	Japhug		he or she [third person singular]	ɯʑo	ɯ ʑ o			他	965				
15772	Daofu	he	he or she [third person singular]	thə	tʰ ə				3955				
16960	Jingpho	he	he or she [third person singular]	ʃi³³	ʃ i ³³				424				
17121	Motuo_Menba	he	he or she [third person singular]	roʔ	r o ʔ				2492				
17975	rGyalrong_Maerkang	he	he or she [third person singular]	mə	m ə				964				
17976	rGyalrong_Maerkang	he	he or she [third person singular]	wə jo	w ə _ j o				965				
18036	Tibetan_Xiahe	he	he or she [third person singular]	khə ka	kʰ ə _ k a				788				
18306	Tibetan_Lhasa	he	he or she [third person singular]	kho⁵⁵	kʰ o ⁵⁵				788				
18608	Darang_Taraon	he	he or she [third person singular]	tɕe⁵⁵	tɕ e ⁵⁵				1183				
19551	Lisu	he	he or she [third person singular]	e⁵⁵	e ⁵⁵				1484				
19678	Tibetan_Alike	he	he or she [third person singular]	khə rgo	kʰ ə _ r g o				788				
21770	Dulong	he	he or she [third person singular]	ɑŋ⁵³	ɑ ŋ ⁵³				2293				
22528	Tibetan_Xiahe	he	he or she [third person singular]	kho	kʰ o				788				
23245	Tibetan_Batang	he	he or she [third person singular]	khᴜ⁵³	kʰ u ⁵³				788				
23443	Zhaba_Daofu_County	he	he or she [third person singular]	tᴜ³³ʐᴜ⁵⁵	t u ³³ + ʐ u ⁵⁵				2661				
23733	Bokar	he	he or she [third person singular]	koː	k oː				2715				
25010	Yidu	he	he or she [third person singular]	e³¹tɕɑ⁵⁵he⁵⁵	e ³¹ + tɕ ɑ ⁵⁵ + h e ⁵⁵				2968				
25102	Zhaba_Daofu_County	he	he or she [third person singular]	ŋᴜ⁵⁵ ʐᴜ⁵⁵	ŋ u ⁵⁵ _ ʐ u ⁵⁵				2991				
30354	Khaling		he or she [third person singular]	ʔʌ̄m	ʔ ʌ m				1373				
30355	Limbu		he or she [third person singular]	kʰunɛ	kʰ u n ɛ				788				
