# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	BORROWING	NOTE	CHINESE	COGID	HANZI	RGEN	SOURCE	ENTRY_IN_SOURCE
37797	Hayu	circular, round (adj)	round	pemperemʊ	p e m p e r e m ʊ				2177				
37798	Hayu	round, spherical (adj)	round	kulkul(-mʊ)	k u l k u l				10166				
38090	Tangut		round	io.	i o./a				4159				
38414	Mikir		round	+lòng	+ l ò/o ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kabonglong, bonglongchen» (page: 395)		10559				
38610	Rabha	circle / circular	round	tʃa-kla	tʃ a + k l a				10435				
#
8552	Old_Tibetan		seven	bdun	b d u n				1049				
8581	Japhug		seven	kɯɕnɯz	k ɯ ɕ n ɯ z				55				
16863	Jingpho	seven	seven	să³¹nit³¹|	s ă ³¹ + n i t ³¹				55				
17918	rGyalrong_Maerkang	seven	seven	kə ʃnəs	k ə _ ʃ n ə s				55				
18213	Tibetan_Lhasa	seven	seven	tỹ¹³	t ỹ ∼ ¹³				1049				
19154	Daofu	seven	seven	zȵe	z ȵ e				55				
19857	Tibetan_Batang	seven	seven	dỹ⁵⁵	d ỹ ∼ ⁵⁵				1049				
20847	Yidu	seven	seven	i⁵⁵ɦoŋ⁵⁵	i ⁵⁵ + ɦ o ŋ ⁵⁵				1890				
21284	Dulong	seven	seven	sɯ³¹ȵit⁵⁵|	s ɯ ³¹ + ȵ i t ⁵⁵				55				
21646	Zhaba_Daofu_County	seven	seven	n̥ɛ⁵⁵	n̥ ɛ ⁵⁵				55				
21647	Zhaba_Daofu_County	seven	seven	ʂnɛ⁵⁵	ʂ n ɛ ⁵⁵				55				
21729	Darang_Taraon	seven	seven	weŋ⁵³	w e ŋ ⁵³				1890				
22449	Tibetan_Xiahe	seven	seven	dən	d ə n				1049				
23553	Lisu	seven	seven	ʃi³¹	ʃ i ³¹				55				
24229	Bokar	seven	seven	kɯ nɯ|	k ɯ + n ɯ				55				
24614	Tibetan_Alike	seven	seven	wdən	w d ə n				1049				
24993	Motuo_Menba	seven	seven	zum	z u m				2966				
30967	Old_Chinese		seven	tsʰit	tsʰ i t			七	55				
31103	Old_Burmese		seven	khu◦nac	kʰ u + n a c				55				
31725	Wobzi_Khroskyabs		seven	sɲê	s ɲ ê/e				55				
32244	Garo	seven (num)	seven	-sin-i|	s i n i				55				
32443	Thulung		seven	jet	j e t		eight?		838				
32822	Hakha_Chin	seven (num.)	seven	pasarih	p a s a r i h/ʔ				55				
33068	Bunan	seven	seven	nidʑi	n i dʑ i		Comment (by Widmer2014): «ZZ sni / PTB *ni»		55				
33222	Byangsi	seven	seven	niʃɛ	n i ʃ ɛ				55				
33445	Rongpo	seven	seven	sa:t	s aː t	IA			55				
34023	Bantawa		seven	rek-ka	r e k + k a				838				
34604	Rangoon		seven	kʰu⁵³n̥iʔ⁴	kʰ u ⁵³ + n̥ i ʔ ⁴				55				
35567	Achang_Longchuan	seven num	seven	ȵit⁵⁵	nʲ i t ⁵⁵				55				
35568	Atsi	seven num	seven	ŋjit⁵⁵	ŋ j i t ⁵⁵				55				
35569	Bola	seven num	seven	nɔ̱t⁵⁵	n ɔ̰ t ⁵⁵				55				
35570	Lashi	seven num	seven	ŋjɛ̱t⁵⁵	ŋ j ɛ̰ t ⁵⁵				55				
35571	Maru	seven num	seven	na̱t⁵⁵	n a̰ t ⁵⁵				55				
35572	Xiandao	seven num	seven	nit⁵⁵	n i t ⁵⁵				55				
35744	Bahing	seven (num)	seven	tsande	ts a n d e				923				
35962	Lushai	seven	seven	pa◦sarih	p a + s a r i h				55				
36469	Beijing		seven	tɕʰi⁵⁵	tɕʰ i ⁵⁵				55				
36470	Guangzhou		seven	tsʰɐt⁵	tsʰ ɐ t ⁵				55				
36471	Chaozhou		seven	tsʰiʔ²	tsʰ i ʔ ²				55				
36472	Longgang		seven	tsʰɪt³	tsʰ ɪ t ³				55				
36473	Jieyang		seven	tsʰɛk²	tsʰ ɛ k ²				55				
36474	Xingning		seven	tɕʰiʔ²	tɕʰ i ʔ ²				55				
37594	Ukhrul	seven	seven	ʃə-ni	ʃ ə + n i				55				
38122	Tangut		seven	ɕja.	ɕ j a./a				4166				
38448	Mikir		seven	thrōksí	tʰ r ō/oː k s í/i		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «throksi» (page: 404)		10442				
#
8658	Old_Tibetan		sharp	rno-	r n o			锋利	1770				
8687	Japhug		sharp	mtɕoʁ	m tɕ o ʁ			锋利	992				
17025	Jingpho	sharp	sharp	tai⁵⁵	t a i ⁵⁵				1588				
17188	Motuo_Menba	sharp	sharp	tɕhat pu	tɕʰ a t _ p u				568				
17189	Motuo_Menba	sharp	sharp	tshe pu	tsʰ e _ p u				569				
18034	rGyalrong_Maerkang	sharp	sharp	kɑ mtʃok	k ɑ _ m tʃ o k				992				
19322	Daofu	sharp	sharp	skhvɛ skhvɛ	s kʰ v ɛ + s kʰ v ɛ				1366				
19323	Daofu	sharp	sharp	gɛ skhvɛ	g ɛ + s kʰ v ɛ				1366				
19750	Dulong	sharp	sharp	dɑi⁵³	d ɑ i ⁵³		loan:Jingpho?		1588				
19997	Tibetan_Alike	sharp	sharp	rno ɣə	r n o _ ɣ ə				1770				
20000	Tibetan_Batang	sharp	sharp	nᴜ⁵⁵bᴜ⁵³	n u ⁵⁵ + b u ⁵³				1770				
20383	Tibetan_Lhasa	sharp	sharp	no⁵⁵po⁵⁵	n o ⁵⁵ + p o ⁵⁵				1770				
21632	Yidu	sharp	sharp	ɹɑ⁵⁵	ɹ ɑ ⁵⁵				2269				
21795	Zhaba_Daofu_County	sharp	sharp	thᴜ⁵⁵	tʰ u ⁵⁵				375				
21890	Darang_Taraon	sharp	sharp	ɹɑ⁵⁵	ɹ ɑ ⁵⁵				2269				
22589	Tibetan_Xiahe	sharp	sharp	hno mbo	h n o _ m b o				1770				
23714	Lisu	sharp	sharp	tshɛ³⁵	tsʰ ɛ ³⁵				569				
23810	Bokar	sharp	sharp	ret po	r e t + p o				1698				
30968	Old_Chinese		sharp	Crit←s	C/ + r i t + s			锋利	1698				
31104	Old_Burmese		sharp	thak	tʰ a k				375				
31516	Limbu		sharp	ha_sukma	h a + s u k m a				3716				
31517	Khaling		sharp	reçpɛ	r e ç p ɛ				1698				
31726	Wobzi_Khroskyabs		sharp	zɑ́ɣ	z ɑ́ ɣ				3773				
31990	Chepang	sharp (blade, etc.)	sharp	hwanʔ-	h w a n ʔ				3879				
32245	Garo	sharp (vi)	sharp	da-reng-a	d a + r e ŋ + a				4008				
32444	Thulung		sharp	hʌʈpa	h ʌ ʈ p a				56				
32823	Hakha_Chin	sharp (adj.)	sharp	1. a har (haar).	hr/r̥ aa/a t + hr/r̥ a ʔ		[full entry: 2. a zum. 3. lam kikawi aa kuai bakmi; a sharp turn = Aa kuai bakmi. 4. a kik ngaimi; sharp weather = khua kik ngaimi. 5. mi a rai khotu bia; sharp words = bia har. 6. a henh in mi a henhmi; sharp pain = a henh in mi a henhmi fahnak. 7. a fiangmi; e.g. There is a sharp contrast between black and white = A nak le a rang cu fiang tein an i dang ko. 8. khulrang vetvat; a sharp walk = vetvat ti i kal. 9. mit fim; sharp eye = mit fim. 10. hmuithiammi; a sharp shooter = hmuithiammi. 11. lungvarmi; a sharp boy = a lung a varmi ngakchia. 12. cekci; e.g. Come at 1 p.m. sharp = Zanlei suimilam pakhat cekei ah ra.]		56				
32965	Bunan	sharp, holy	sharp	dzaŋi	dz a ŋ i				173				
33223	Byangsi	sharp (instrument)	sharp	tsanthɛ	ts a n tʰ ɛ				173				
33446	Rongpo	sharp	sharp	cənt	tʃ ə n t				173				
33671	Kulung	sharp (adj.)	sharp	ge:pa	g eː p a		g <= r		641				
34024	Bantawa	to sharpen	sharp	sepma (septu)	s e p t				839				
34585	Rangoon		sharp	tʰɛʔ⁴	tʰ ɛ ʔ ⁴		bad concept		375				
35575	Achang_Longchuan	sharp	sharp	thɔʔ⁵⁵	tʰ ɔ ʔ ⁵⁵		bad concept		375				
35576	Lashi	sharp	sharp	thɔːʔ⁵⁵	tʰ ɔː ʔ ⁵⁵		bad concept		375				
35577	Xiandao	sharp	sharp	mat³⁵	m a t ³⁵		bad concept		1333				
35578	Atsi	sharp	sharp	thoʔ⁵⁵	tʰ o ʔ ⁵⁵		bad concept		375				
35579	Bola	sharp	sharp	thaʔ⁵⁵	tʰ a ʔ ⁵⁵		bad concept		375				
35580	Maru	sharp	sharp	thɔʔ⁵⁵	tʰ ɔ ʔ ⁵⁵		bad concept		375				
35745	Bahing	sharp (of a blade) (be v.)	sharp	he-	h e				56				
35963	Lushai	sharp	sharp	bak	b a k				1501				
35964	Lushai	sharp	sharp	hriam	r̥ i a m				1502				
36477	Chaozhou		sharp	lai¹¹	l a i ¹¹		利		1698				
36478	Longgang		sharp	fai⁵⁴	f a i ⁵⁴		快		1697				
36479	Jieyang		sharp	lai¹¹	l a i ¹¹				1698				
36480	Xingning		sharp	li⁵³	l i ⁵³				1698				
37595	Ukhrul	sharp	sharp	kə-tsan	k ə + ts a n				173				
37800	Hayu	sharp (of a blade) (vi)	sharp	yep	j e p				2179				
38006	Tangut		sharp	rewr	r e w r				4167				
38321	Mikir		sharp	rè	r è/e		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kere(kon)» (page: 405)		10443				
38621	Rabha	sharp	sharp	mat	m a t				1333				
#
8764	Old_Tibetan		short	tʰuŋ-	tʰ u ŋ			短	4170				
8793	Japhug		short	xtɯt	x t ɯ t			短	972				
15789	Tibetan_Alike	short	short	thoŋ	tʰ o ŋ				4170				
15978	Yidu	short	short	kɑ⁵⁵tioŋ⁵⁵ɑ⁵⁵	k ɑ ⁵⁵ + t i o ŋ ⁵⁵ + ɑ ⁵⁵				4173				
16988	Jingpho	short	short	to̱t⁵⁵	t o̠ t ⁵⁵				10314				
17156	Motuo_Menba	short	short	thum bi	tʰ u m _ b i				4178				
17505	Tibetan_Xiahe	short	short	thoŋ thoŋ	tʰ o ŋ _ tʰ o ŋ				4170				
18001	rGyalrong_Maerkang	short	short	kə ktʃən	k ə _ k tʃ ə n				972				
19270	Daofu	short	short	lji lje	l j i + l j e				1353				
19718	Dulong	short	short	tɯi⁵³	t ɯ i ⁵³				4176				
20545	Motuo_Menba	short	short	thu |m◦i	tʰ u _ m i				4178				
21758	Zhaba_Daofu_County	short	short	ndʌ³³ndʌ⁵⁵	n d ʌ ³³ + n d ʌ ⁵⁵				4174				
21860	Darang_Taraon	short	short	kɯ³¹tioŋ⁵³	k ɯ ³¹ + t i o ŋ ⁵³				4173				
23428	Tibetan_Batang	short	short	thũ¹³thũ⁵⁵	tʰ ũ ∼ ¹³ + tʰ ũ ∼ ⁵⁵				4170				
23770	Bokar	short	short	a təŋ	a + t ə ŋ				4173				
24513	Lisu	short	short	nio⁵⁵	n i o ⁵⁵				2898				
24794	Tibetan_Lhasa	short	short	thỹ⁵⁵thỹ⁵⁵	tʰ ỹ ∼ ⁵⁵ + tʰ ỹ ∼ ⁵⁵				4170				
30411	Khaling		short	mʌsoŋpɛ	m ʌ s o ŋ p ɛ				3526				
30412	Limbu		short	taŋs	t a ŋ s				4175				
30971	Old_Chinese		short	tˤorʔ	tˤ o r ʔ			短	4179				
31105	Old_Burmese		short	tuiw	t ui w				59				
31729	Wobzi_Khroskyabs		short	çtə̂	ç t ə̂				972				
31992	Chepang	short	short	tyunʔ-	t j u n ʔ				4177				
32249	Garo	short (vi)	short	kan•-dok-a	k a n ʔ + d o k + a		kan• 'body'		10577				
32826	Hakha_Chin	short (n., adj.)	short	1. a tawimi, a niammi.	t òo/o y + t ǒo/o y/i		[full entry: 2. a tling lo; e.g. The cashier is short in his accounts = Tangka kengtu kha a tangka a tling lo. cut short = khulrang twin ngol tthan fall short = tlin lo. in short = a tawinak in. run short = a za in ngeih lo, baungeih lo, bau; short of = e.g. I am short of money = Phaisa ke ngei lo. short cut = lamphawk. .]		4176				
33148	Bunan	short	short	tunik	t u n i k		Comment (by Widmer2014): «ZZ thung»		4177				
33224	Byangsi	short	short	t5ənthɛ	t̺ ə n tʰ ɛ				4177				
33447	Rongpo	short	short	tuntə	t u n t ə				4177				
33672	Kulung	short (adj.)	short	cibaipa	tʃ i b a i p a		Nepali: choṭo. Cf. baipa elongi. (Tolsma1999)		642				
34686	Rangoon		short	to²²	t o ²²		bad concept		59				
34794	Achang_Longchuan	short adj	short	ʑɔŋ³¹	ʑ ɔ ŋ ³¹		bad concept		1100				
35588	Atsi	short adj	short	to̱t²¹	t o̰ t ²¹	< Jingpo	bad concept		10314				
35589	Bola	short adj	short	laŋ³⁵	l a ŋ ³⁵		bad concept		1335				
35590	Lashi	short adj	short	ʃə̱ːŋ³³	ʃ ə̰ː ŋ ³³		bad concept		1100				
35591	Maru	short adj	short	laŋ⁵⁵	l a ŋ ⁵⁵		bad concept		1335				
35592	Xiandao	short adj	short	tɔk⁵⁵	t ɔ k ⁵⁵		bad concept		10315				
35965	Lushai	short	short	bîng	b î/i ŋ				1503				
36481	Beijing	short	short	tuɐn²¹⁴	t u ɐ n ²¹⁴			短	4179				
36482	Guangzhou	short	short	tyn³⁵	t y n ³⁵			短	4179				
36483	Chaozhou		short	tɔ⁵³	t ɔ ⁵³				4179				
36484	Longgang		short	tɔn³²	t ɔ n ³²				4179				
36485	Jieyang		short	tɔ³¹	t ɔ ³¹				4179				
36486	Xingning		short	tɔɑn²¹	t ɔ ɑ n ²¹				4179				
37596	Ukhrul	short (be v.)	short	kə-ʃu	k ə + ʃ u				2055				
38088	Tangut		short	wji.j	w j i./i j				4169				
38412	Mikir		short	thī	tʰ ī/iː		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «thihek[...]» (page: 407)		10444				
38603	Rabha	short (of stature)	short	ka-tak	k a + t a k				3422				
#
9082	Old_Tibetan		six	drug	d r u g				306				
9111	Japhug		six	kɯtʂɤɣ	k ɯ ʈʂ ɤ ɣ				306				
16020	Yidu	six	six	tɑ⁵⁵hɹo⁵³	t ɑ ⁵⁵ + h ɹ o ⁵³				306				
16862	Jingpho	six	six	kʒu̱ʔ⁵⁵	k ʒ u̠ ʔ ⁵⁵				306				
17032	Motuo_Menba	six	six	khuŋ	kʰ u ŋ				1744				
18212	Tibetan_Lhasa	six	six	tʂhu¹³²	ʈʂʰ u ¹³²				306				
19153	Daofu	six	six	xtɕho	x tɕʰ o				306				
19856	Tibetan_Batang	six	six	tʂuʔ²³¹	ʈʂ u ʔ ²³¹				306				
20549	Tibetan_Alike	six	six	tʂuk	ʈʂ u k				306				
21645	Zhaba_Daofu_County	six	six	tʂho⁵⁵	ʈʂʰ o ⁵⁵				306				
21728	Darang_Taraon	six	six	tɑ³¹xɹo⁵³	t ɑ ³¹ + x ɹ o ⁵³				306				
22071	rGyalrong_Maerkang	six	six	kə tʂok	k ə _ ʈʂ o k				306				
22448	Tibetan_Xiahe	six	six	tʂəχ	ʈʂ ə χ				306				
23630	Bokar	six	six	a kɯ	a + k ɯ				306				
23823	Lisu	six	six	tɕho̱³¹	tɕʰ o̠ ³¹				306				
25475	Dulong	six	six	kɹuʔ⁵⁵	k ɹ u ʔ ⁵⁵				306				
30976	Old_Chinese		six	kruk	k r u k			六	306				
31107	Old_Burmese		six	khro₂k	kʰ r o₂/o k				306				
31734	Wobzi_Khroskyabs		six	ftɕú	f tɕ ú/u				306				
32253	Garo	six (num)	six	-dok	d o k				306				
32446	Thulung		six	ru:	r uː		r u:		306				
32831	Hakha_Chin	six (num.)	six	paruk	p a r u k				306				
33137	Bunan	six	six	truj	t r u j		Comment (by Widmer2014): «ZZ drug / PTB *(k)ruk»		306				
33226	Byangsi	six	six	t5ugu	t̺ u g u				306				
33449	Rongpo	six	six	chɛ	tʃʰ ɛ	IA			493				
33674	Kulung	six. (num.)	six	tukci	t u k tʃ i				306				
34031	Bantawa		six	sek-ka	s e k + k a				843				
34718	Rangoon		six	ʨʰɑuʔ⁴	tɕʰ ɑ u ʔ ⁴				306				
35600	Achang_Longchuan	six num	six	xʐoʔ⁵⁵	x ʐ o ʔ ⁵⁵				306				
35601	Atsi	six num	six	khjuʔ⁵⁵	kʰ j u ʔ ⁵⁵				306				
35602	Bola	six num	six	khjauʔ⁵⁵	kʰ j a u ʔ ⁵⁵				306				
35604	Lashi	six num	six	khjuk⁵⁵	kʰ j u k ⁵⁵				306				
35605	Maru	six num	six	khjauk⁵⁵	kʰ j a u k ⁵⁵				306				
35606	Xiandao	six num	six	chuʔ⁵⁵	cʰ u ʔ ⁵⁵				306				
35746	Bahing	six (num)	six	ruka	r u k a				306				
36487	Beijing		six	liou⁵¹	l i o u ⁵¹				306				
36488	Guangzhou		six	lʊk²	l ʊ k ²				306				
36489	Chaozhou		six	lak⁵	l a k ⁵				306				
36490	Longgang		six	lʊk³	l ʊ k ³				306				
36491	Jieyang		six	lak⁵	l a k ⁵				306				
36492	Xingning		six	liuʔ²	l i u ʔ ²				306				
37597	Ukhrul	six	six	tʰa-ruk	tʰ a + r u k				306				
38098	Tangut		six	tɕhjiw	tɕʰ j i w				306				
38423	Mikir		six	thrōk	tʰ r ō/oː k		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «throk» (page: 410)		306				
#
9294	Old_Tibetan	small	small	tɕʰuŋ-	tɕʰ u ŋ			小	742				
9307	Khaling	small	small	jakki	j a k k i			小	3094				
9308	Limbu	small	small	cu:kt-	c uː k t +			小	3095				
9323	Japhug	small	small	xtɕi	x tɕ i			小	440				
9327	Tangut	small	small	tsəj¹	ts ə j ¹			小	440				
16981	Jingpho	small	small	kă³¹tʃi³¹	k ă ³¹ + tʃ i ³¹				440				
17149	Motuo_Menba	small	small	ze mo	z e _ m o				542				
17468	Tibetan_Xiahe	small	small	tɕhoŋ wo	tɕʰ o ŋ _ w o				742				
17997	rGyalrong_Maerkang	small	small	kə ktsi	k ə _ k ts i				440				
18335	Tibetan_Lhasa	small	small	tɕhỹ⁵⁵tɕhỹ⁵⁵	tɕʰ ỹ ∼ ⁵⁵ + tɕʰ ỹ ∼ ⁵⁵				742				
19220	Tibetan_Alike	small	small	tɕhoŋ	tɕʰ o ŋ				742				
19259	Daofu	small	small	ge de	g e + d e				1350				
19714	Dulong	small	small	tiŋ⁵³	t i ŋ ⁵³				1666				
19954	Tibetan_Batang	small	small	tɕhũ¹³tɕhũ⁵⁵	tɕʰ ũ ∼ ¹³ + tɕʰ ũ ∼ ⁵⁵				742				
21753	Zhaba_Daofu_County	small	small	jɪ³³jɪ⁵⁵	j ɪ ³³ + j ɪ ⁵⁵				2287				
23593	Zhaba_Daofu_County	small	small	lɛ⁵⁵zɿ³³	l ɛ ⁵⁵ + z ɿ ³³				440				
23670	Lisu	small	small	zo̱³³	z o̠ ³³				2703				
23764	Bokar	small	small	eː ȶɕop	eː + tɕ o p				2724				
23765	Bokar	small	small	a tɕop	a + tɕ o p				2724				
24117	Darang_Taraon	small	small	kɯ³¹tie⁵³	k ɯ ³¹ + t i e ⁵³				1350				
25036	Yidu	small	small	i⁵⁵tɕi⁵⁵ɑ⁵⁵	i ⁵⁵ + tɕ i ⁵⁵ + ɑ ⁵⁵				2972				
30983	Old_Chinese		small	sˤe←s	sˤ e + s			小	1700				
30984	Old_Chinese		small	məj	m ə j			小	66				
31108	Old_Burmese		small	ṅay	ṅ/ŋ a j				524				
31738	Wobzi_Khroskyabs		small	lŋá	l ŋ á/a				3776				
32001	Chepang	small	small	coʔ	tʃ o ʔ				3884				
32258	Garo	small (vi)	small	rong-chon-a	r o ŋ + ch o n + a				4013				
32447	Thulung		small	jakke	j a k k e				3094				
32835	Hakha_Chin	small (adj.)	small	a hmemi	hm/m̥ e m i		[full entry: ]		66				
33007	Bunan	small	small	kjuktsi	k j u k ts i				208				
33227	Byangsi	small	small	mi:dɛ	m iː d ɛ				66				
33450	Rongpo	small, a little bit (solidthings)	small	ci:ci	tʃ iː tʃ i				494				
33675	Kulung	little (adv.)	small	ci:cha	tʃ iː tʃʰ a		Nepali: alikati. (Tolsma1999)		643				
33676	Kulung	small (adj.)	small	ci:ma	tʃ iː m a		Nepali: sānu. (Tolsma1999)		643				
34035	Bantawa	be small	small	citko	ts i t k o				844				
34566	Rangoon		small	ŋɛ²²	ŋ ɛ ²²				524				
35620	Achang_Longchuan	small adj	small	ȵi⁵⁵	nʲ i ⁵⁵				524				
35621	Atsi	small adj	small	ti̱ʔ⁵⁵	t ḭ ʔ ⁵⁵				1344				
35622	Bola	small adj	small	ŋai⁵⁵	ŋ a i ⁵⁵				524				
35623	Lashi	small adj	small	ŋɛː³¹	ŋ ɛː ³¹				524				
35624	Maru	small adj	small	ŋai³¹	ŋ a i ³¹				524				
35625	Xiandao	small adj	small	ɲɛ⁵¹	ɲ ɛ ⁵¹				524				
35747	Bahing	small (adj)	small	aːtsa	aː ts a				2959				
35966	Lushai	little	small	tê	t ê/e				1350				
35968	Lushai	small	small	beitham	b e i tʰ a m				1334				
36493	Beijing	small	small	ɕiɑo²¹⁴	ɕ i ɑ o ²¹⁴			小	1699				
36494	Guangzhou	small	small	sɐi³³	s ɐ i ³³			細	1700				
36495	Chaozhou		small	sɔi¹³	s ɔ i ¹³				1700				
36496	Longgang		small	sɛ⁵⁴	s ɛ ⁵⁴				1700				
36497	Jieyang		small	sɔi¹³	s ɔ i ¹³				1700				
36498	Xingning		small	ɕie⁵³	ɕ i e ⁵³				1700				
37598	Ukhrul	small (be v.)	small	kə-tɐ	k ə + t ɐ				1350				
37801	Hayu	small (adj)	small	dũːti	d ũː t i				2180				
38189	Tangut		small	zji	z j i				4181				
38348	Mikir		small	+hèk	+ h è/e k		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «so, bihek, akebi, binci, adiso, ajengso, asapnat, thethe» (page: 412)		10453				
38600	Rabha	small	small	mɨl	m ɨ l				10454				
#
17105	Jingpho	soft	soft	kja̱³¹	k j a̠ ³¹				1848				
17195	Motuo_Menba	soft	soft	dʑam po	dʑ a m _ p o	tib[ɴdʑam]			573				
17760	Tibetan_Xiahe	soft	soft	hȵə mo	h ȵ ə _ m o				894				
18043	rGyalrong_Maerkang	soft	soft	kə ndʒɐm	k ə _ n dʒ ɐ m	tib[ɴdʑam]			573				
18392	Tibetan_Lhasa	soft	soft	ȵẽ⁵⁵po⁵⁵	ȵ ẽ ∼ ⁵⁵ + p o ⁵⁵				894				
19335	Daofu	soft	soft	ɬɑv ɬav	ɬ ɑ v + ɬ a v				1368				
20486	Tibetan_Alike	soft	soft	ɣȵen bo	ɣ ȵ e n _ b o				894				
20506	Tibetan_Alike	soft	soft	ndʑam bo	n dʑ a m _ b o				573				
21589	Daofu	soft / spongy / loose	soft	ndvə ndvə	n d v ə + n d v ə				3693				
21807	Zhaba_Daofu_County	soft	soft	nu³³nu⁵⁵	n u ³³ + n u ⁵⁵				2300				
22200	Dulong	soft	soft	nɯp⁵⁵	n ɯ p ⁵⁵				2411				
22333	Lisu	soft	soft	nu³¹	n u ³¹				2300				
23819	Bokar	soft	soft	rəː bak	r əː + b a k				2745				
24371	Darang_Taraon	soft	soft	ȵim⁵⁵m̩⁵⁵	ȵ i m ⁵⁵ + m̩ ⁵⁵	Tibetan[sɲi.mo]			72				
25066	Tibetan_Batang	soft	soft	ȵ̥ĩ⁵⁵m ᴜ⁵³	ȵ̥ ĩ ∼ ⁵⁵ + m u ⁵³				894				
25078	Yidu	soft	soft	ȵim⁵⁵mɑ⁵⁵	ȵ i m ⁵⁵ + m ɑ ⁵⁵	Tibetan[sɲi.mo]			72				
25806	Japhug	soft	soft	mpɯ	m p ɯ				3107				
30737	Khaling		soft	nɵlɛmîm	n ɵ l ɛ m î/i m				3606				
30738	Limbu		soft	cundzumba	c u n d z u m b a				3607				
30990	Old_Chinese		soft	nu	n u			软	2300				
31110	Old_Burmese		soft	pyoʔ	p j o ʔ				1087				
31744	Wobzi_Khroskyabs		soft	ndʑǽm	n dʑ ǽ/æ m	tib[ɴdʑam]			573				
32009	Chepang	tender, soft (meat)	soft	glyo-	g l j o				3266				
32264	Garo	soft; tender (vi)	soft	min-ek-a	m i n + e k + a				4016				
32386	Old_Tibetan		soft	sɲi	s ɲ i				894				
32387	Old_Tibetan		soft	ɴdʑam	ɴ dʑ a m				573				
32449	Thulung		soft	nɵlanɵlam	n ɵ l a n ɵ l a m				3606				
32841	Hakha_Chin	soft (adj.)	soft	a nemmi	n êe/e m + n ěe/e m				72				
33046	Bunan	soft (solid)	soft	lomna	l o m n a				240				
33229	Byangsi	soft	soft	naktɛ	n a k t ɛ				362				
33451	Rongpo	soft	soft	boldu	b o l d u				495				
33452	Rongpo	soft	soft	mulɛm	m u l ɛ m				496				
33678	Kulung	soft (adj.)	soft	lǝba lǝba	l ə b a _ l ə b a		Nepali: kamalo. (Tolsma1999)		645				
34040	Bantawa	be soft, be tender	soft	notma (notta)	n o t t				847				
34745	Rangoon		soft	pjɔ⁵³	p j ɔ ⁵³				1087				
35434	Atsi	soft	soft	ŋjo̱m⁵⁵	ŋ j o̰ m ⁵⁵				72				
35653	Achang_Longchuan	soft	soft	ȵɔt⁵⁵	nʲ ɔ t ⁵⁵				847				
35655	Bola	soft	soft	nɛ̃³⁵	n ɛ̃ ∼ ³⁵				72				
35656	Lashi	soft	soft	nə̱ː⁵³	n ə̰ː ⁵³				72				
35657	Maru	soft	soft	nɛ̱̃⁵⁵	n ɛ̰̃ ∼ ⁵⁵				72				
35658	Xiandao	soft	soft	ɲɔt³¹	ɲ ɔ t ³¹				847				
35748	Bahing	soft, tender (adv)	soft	lɔʔbɔ	l ɔ ʔ b ɔ				1382				
35971	Lushai	soft	soft	nêm	n ê/e m				72				
35972	Lushai	soft	soft	hnip	n̥ i p				1340				
36505	Beijing	soft, flexible	soft	ʐuɐn²¹⁴	ʐ u ɐ n ²¹⁴			軟	1702				
36506	Guangzhou	soft, flexible	soft	jyn²³	j y n ²³			軟	1702				
36507	Chaozhou		soft	nŋ̩⁵³	n ŋ̍ ∼ ⁵³		PMin *nion B (Norman 1978)		1702				
36508	Longgang		soft	lɛn²¹	l ɛ n ²¹	< Mand?	= 嫩, not 软. n- > l- regular but rhyme should be -un. Tone should not be yangping. True cognate is lun54, under 'young'. True cognate is lun54, under 'young'. LS		10268				
36509	Jieyang		soft	nŋ̩³¹	n ŋ̍ ∼ ³¹		PMin *nion B (Norman 1978)		1702				
36510	Xingning		soft	nɔɑn⁴⁵	n ɔ ɑ n ⁴⁵				1702				
37600	Ukhrul	soft (to touch) (be v.)	soft	kʰə-ŋə-pet	kʰ ə + ŋ ə + p e t				2057				
37803	Hayu	soft (adj)	soft	naltsike-mʊ	n a l ts i k e + m ʊ				2182				
38019	Tangut		soft	wəə	w əː				3107				
38334	Mikir		soft	kangduk	k a ng d u k		from :cite:Walker1925<br>page in :cite:Walker1925 413		10541				
38653	Rabha	soft	soft	dór	d ó/o r				10540				
#
10195	Old_Tibetan		straight	draŋ-	d r a ŋ			直	1595				
10224	Japhug		straight	astu	a s t u			直	983				
17009	Jingpho	straight	straight	tiŋ³³	t i ŋ ³³				82				
17176	Motuo_Menba	straight	straight	laŋ mo	l a ŋ _ m o				559				
18019	rGyalrong_Maerkang	straight	straight	kɑ sto	k ɑ _ s t o				983				
19738	Dulong	straight	straight	ɕɑn⁵⁵	ɕ ɑ n ⁵⁵				1578				
19759	Daofu	straight	straight	dʐoŋ dʐoŋ	ɖʐ o ŋ + ɖʐ o ŋ	Tibetan[draŋ]			1595				
19984	Tibetan_Batang	straight	straight	xẽ⁵⁵mbᴜ⁵³	x ẽ ∼ ⁵⁵ + m b u ⁵³				1668				
